일자, 영업소명, 방향구분,영업소코드, 기점종점방향구분코드, 당일교통량, 전주교통량, 전전주교통량, 전월평균교통량, 전년동주교통량, 전년평균교통량
20180222,구리남양주,지방방향,6,3,97021,98684,99570,91992,105516,99595
20180223,구리남양주,지방방향,6,3,98989,92595,106413,91992,114593,99595
20180224,구리남양주,서울방향,6,2,101223,98473,99181,92695,110392,103854
20180224,구리남양주,지방방향,6,3,100174,84040,97635,91992,102326,99595
20180225,구리남양주,지방방향,6,3,84128,74047,77247,91992,90790,99595
20180307,구리남양주,서울방향,6,2,102652,104728,102934,94707,104380,103854
20180226,구리남양주,지방방향,6,3,98762,96402,97010,91992,107158,99595
20180227,구리남양주,지방방향,6,3,97132,95189,97357,91992,113560,99595
20180228,구리남양주,서울방향,6,2,104728,102934,104083,92695,96252,103854
20180228,구리남양주,지방방향,6,3,96061,96324,105632,91992,92652,99595
20180301,구리남양주,서울방향,6,2,88044,103933,86819,94707,87894,103854
20180301,구리남양주,지방방향,6,3,87756,97021,98684,91568,93242,99595
20180311,구리남양주,서울방향,6,2,83730,76925,80424,94707,86436,103854
20180302,구리남양주,지방방향,6,3,106032,98989,92595,91568,112881,99595
20180303,구리남양주,서울방향,6,2,99335,101223,98473,94707,105430,103854
20180303,구리남양주,지방방향,6,3,99657,100174,84040,91568,105415,99595
20180304,구리남양주,서울방향,6,2,76925,80424,81009,94707,83849,103854
20180304,구리남양주,지방방향,6,3,78375,84128,74047,91568,83863,99595
20180314,구리남양주,서울방향,6,2,105512,102652,104728,94707,108996,103854
20180305,구리남양주,서울방향,6,2,96210,103176,98511,94707,105873,103854
20180305,구리남양주,지방방향,6,3,91062,98762,96402,91568,103120,99595
20180306,구리남양주,서울방향,6,2,102095,106476,101542,94707,106915,103854
20180306,구리남양주,지방방향,6,3,98115,97132,95189,91568,104925,99595
20180307,구리남양주,지방방향,6,3,98420,96061,96324,91568,104984,99595
20180308,구리남양주,서울방향,6,2,98177,88044,103933,94707,108166,103854
20180308,구리남양주,지방방향,6,3,90374,87756,97021,91568,104197,99595
20180309,구리남양주,서울방향,6,2,108120,103559,106123,94707,113032,103854
20180309,구리남양주,지방방향,6,3,102522,106032,98989,91568,114149,99595
20180310,구리남양주,서울방향,6,2,102984,99335,101223,94707,109682,103854
20180310,구리남양주,지방방향,6,3,101323,99657,100174,91568,107329,99595
20180311,구리남양주,지방방향,6,3,85660,78375,84128,91568,86598,99595
20180321,구리남양주,서울방향,6,2,103031,105512,102652,94707,108751,103854
20180312,구리남양주,서울방향,6,2,101133,96210,103176,94707,107354,103854
20180312,구리남양주,지방방향,6,3,96734,91062,98762,91568,104053,99595
20180322,구리남양주,서울방향,6,2,104178,97381,98177,94707,109493,103854
20180313,구리남양주,서울방향,6,2,104346,102095,106476,94707,109064,103854
20180313,구리남양주,지방방향,6,3,99646,98115,97132,91568,107019,99595
20180323,구리남양주,서울방향,6,2,110509,109929,108120,94707,114848,103854
20180314,구리남양주,지방방향,6,3,102511,98420,96061,91568,106224,99595
20180315,구리남양주,서울방향,6,2,97381,98177,88044,94707,109724,103854
20180315,구리남양주,지방방향,6,3,88582,90374,87756,91568,106924,99595
20180325,구리남양주,서울방향,6,2,86922,84651,83730,94707,93414,103854
20180316,구리남양주,서울방향,6,2,109929,108120,103559,94707,115945,103854
20180316,구리남양주,지방방향,6,3,105001,102522,106032,91568,114410,99595
20180317,구리남양주,서울방향,6,2,103509,102984,99335,94707,112210,103854
20180317,구리남양주,지방방향,6,3,101659,101323,99657,91568,103653,99595
20180318,구리남양주,서울방향,6,2,84651,83730,76925,94707,90987,103854
20180318,구리남양주,지방방향,6,3,86723,85660,78375,91568,90142,99595
20180328,구리남양주,서울방향,6,2,105107,103031,105512,94707,109060,103854
20180319,구리남양주,서울방향,6,2,99699,101133,96210,94707,106575,103854
20180319,구리남양주,지방방향,6,3,92787,96734,91062,91568,104070,99595
20180320,구리남양주,서울방향,6,2,103492,103183,102095,94707,108386,103854
20180320,구리남양주,지방방향,6,3,97579,98403,98115,91568,103757,99595
20180321,구리남양주,지방방향,6,3,98697,102511,98420,91568,107339,99595
20180322,구리남양주,지방방향,6,3,97213,88582,90374,91568,106179,99595
20180323,구리남양주,지방방향,6,3,103870,105001,102522,91568,115906,99595
20180324,구리남양주,서울방향,6,2,104380,103509,102984,94707,112193,103854
20180324,구리남양주,지방방향,6,3,100918,101659,101323,91568,106250,99595
20180325,구리남양주,지방방향,6,3,88310,86723,85660,91568,91898,99595
20180326,구리남양주,서울방향,6,2,101354,99699,101133,94707,105228,103854
20180326,구리남양주,지방방향,6,3,95823,92787,96734,91568,105312,99595
20180327,구리남양주,서울방향,6,2,104585,103492,104346,94707,109990,103854
20180328,구리남양주,지방방향,6,3,100320,98697,102511,91568,108162,99595
20180330,구리남양주,서울방향,6,2,111471,110509,109929,94707,112834,103854
20180330,구리남양주,지방방향,6,3,106011,103870,105001,91568,109989,99595
20180331,구리남양주,서울방향,6,2,105464,104380,103509,94707,112008,103854
20180331,구리남양주,지방방향,6,3,102393,100918,101659,91568,106955,99595
20180327,구리남양주,지방방향,6,3,96453,97579,99646,91568,103691,99595
20180401,구리남양주,서울방향,6,2,88854,86922,84651,100481,99222,103854
20180401,구리남양주,지방방향,6,3,88682,88310,86723,96815,99026,99595
20180329,구리남양주,서울방향,6,2,106427,104178,97381,94707,110852,103854
20180329,구리남양주,지방방향,6,3,100753,97213,88582,91568,108189,99595
20180402,구리남양주,서울방향,6,2,102084,101354,99699,100481,108271,103854
20180402,구리남양주,지방방향,6,3,97375,95823,92787,96815,104143,99595
20180403,구리남양주,서울방향,6,2,106725,104585,103492,100481,112224,103854
20180403,구리남양주,지방방향,6,3,98170,96453,97579,96815,107516,99595
20180404,구리남양주,서울방향,6,2,105216,105107,103031,100481,106166,103854
20180404,구리남양주,지방방향,6,3,98411,100320,98697,96815,102514,99595
20180405,구리남양주,서울방향,6,2,99656,106427,104178,100481,108967,103854
20180405,구리남양주,지방방향,6,3,91396,100753,97213,96815,106123,99595
20180406,구리남양주,서울방향,6,2,111981,111471,110509,100481,118308,103854
20180406,구리남양주,지방방향,6,3,97621,106011,103870,96815,112939,99595
20180407,구리남양주,서울방향,6,2,106365,105464,104380,100481,115946,103854
20180407,구리남양주,지방방향,6,3,98850,102393,100918,96815,110038,99595
20180408,구리남양주,서울방향,6,2,88839,88854,86922,100481,99273,103854
20180408,구리남양주,지방방향,6,3,87203,88682,88310,96815,96326,99595
20180409,구리남양주,서울방향,6,2,104246,102084,101354,100481,110287,103854
20180409,구리남양주,지방방향,6,3,97050,97375,95823,96815,104664,99595
20180410,구리남양주,서울방향,6,2,106434,106725,104585,100481,111686,103854
20180410,구리남양주,지방방향,6,3,98862,98170,96453,96815,105208,99595
20180411,구리남양주,서울방향,6,2,105645,105216,105107,100481,112353,103854
20180411,구리남양주,지방방향,6,3,98583,98411,100320,96815,109436,99595
20180412,구리남양주,서울방향,6,2,108028,99656,106427,100481,113003,103854
20180412,구리남양주,지방방향,6,3,96373,91396,100753,96815,106523,99595
20180413,구리남양주,서울방향,6,2,112611,111981,111471,100481,114188,103854
20180413,구리남양주,지방방향,6,3,107643,97621,106011,96815,109049,99595
20180414,구리남양주,서울방향,6,2,97464,106365,105464,100481,113898,103854
20180414,구리남양주,지방방향,6,3,88508,98850,102393,96815,109681,99595
20180415,구리남양주,서울방향,6,2,90777,88839,88854,100481,95151,103854
20180415,구리남양주,지방방향,6,3,91157,87203,88682,96815,94643,99595
20180416,구리남양주,서울방향,6,2,104812,104246,102084,100481,106619,103854
20180416,구리남양주,지방방향,6,3,95758,97050,97375,96815,101791,99595
20180417,구리남양주,서울방향,6,2,106508,106434,106725,100481,108909,103854
20180417,구리남양주,지방방향,6,3,96063,98862,98170,96815,102177,99595
20180418,구리남양주,서울방향,6,2,107073,105645,105216,100481,112308,103854
20180418,구리남양주,지방방향,6,3,101879,98583,98411,96815,106794,99595
20180419,구리남양주,서울방향,6,2,107733,108028,99656,100481,111882,103854
20180419,구리남양주,지방방향,6,3,100195,96373,91396,96815,107658,99595
20180420,구리남양주,서울방향,6,2,114133,112611,111981,100481,117923,103854
20180420,구리남양주,지방방향,6,3,107403,107643,97621,96815,109202,99595
20180421,구리남양주,서울방향,6,2,108423,97464,106365,100481,114277,103854
20180421,구리남양주,지방방향,6,3,101291,88508,98850,96815,107156,99595
20180422,구리남양주,서울방향,6,2,86994,90777,88839,100481,95222,103854
20180422,구리남양주,지방방향,6,3,85948,91157,87203,96815,93896,99595
20180424,구리남양주,서울방향,6,2,105770,106508,106434,100481,112434,103854
20180424,구리남양주,지방방향,6,3,100465,96063,98862,96815,106267,99595
20180425,구리남양주,서울방향,6,2,108957,107073,105645,100481,113205,103854
20180425,구리남양주,지방방향,6,3,99393,101879,98583,96815,107757,99595
20180426,구리남양주,서울방향,6,2,108960,107733,108028,100481,115714,103854
20180426,구리남양주,지방방향,6,3,101157,100195,96373,96815,105158,99595
20180427,구리남양주,서울방향,6,2,113699,114133,112611,100481,117687,103854
20180427,구리남양주,지방방향,6,3,108533,107403,107643,96815,115305,99595
20180428,구리남양주,서울방향,6,2,107021,108423,97464,100481,112871,103854
20180428,구리남양주,지방방향,6,3,96750,101291,88508,96815,104173,99595
20180429,구리남양주,서울방향,6,2,93210,86994,90777,100481,97325,103854
20180429,구리남양주,지방방향,6,3,92150,85948,91157,96815,95555,99595
20180509,구리남양주,서울방향,6,2,106573,101492,108957,103695,110193,103854
20180509,구리남양주,지방방향,6,3,97083,94564,99393,97047,99409,99595
20180430,구리남양주,서울방향,6,2,110235,92408,104812,100481,102293,103854
20180430,구리남양주,지방방향,6,3,101505,87049,95758,96815,100455,99595
20180501,구리남양주,서울방향,6,2,96836,105770,106508,103695,115985,103854
20180501,구리남양주,지방방향,6,3,94656,100465,96063,97047,115341,99595
20180502,구리남양주,서울방향,6,2,101492,108957,107073,103695,102644,103854
20180502,구리남양주,지방방향,6,3,94564,99393,101879,97047,95223,99595
20180503,구리남양주,서울방향,6,2,107874,108960,107733,103695,111242,103854
20180503,구리남양주,지방방향,6,3,95493,101157,100195,97047,108672,99595
20180504,구리남양주,서울방향,6,2,115465,113699,114133,103695,104367,103854
20180504,구리남양주,지방방향,6,3,106141,108533,107403,97047,97089,99595
20180505,구리남양주,서울방향,6,2,102407,107021,108423,103695,110064,103854
20180505,구리남양주,지방방향,6,3,86442,96750,101291,97047,102689,99595
20180506,구리남양주,서울방향,6,2,93262,93210,86994,103695,105706,103854
20180506,구리남양주,지방방향,6,3,86937,92150,85948,97047,94934,99595
20180507,구리남양주,서울방향,6,2,107041,110235,92408,103695,118150,103854
20180507,구리남양주,지방방향,6,3,101819,101505,87049,97047,112177,99595
20180508,구리남양주,서울방향,6,2,111762,96836,105770,103695,96495,103854
20180508,구리남양주,지방방향,6,3,101395,94656,100465,97047,96816,99595
20180518,구리남양주,서울방향,6,2,111934,114023,115465,103695,119018,103854
20180518,구리남양주,지방방향,6,3,102102,106197,106141,97047,114455,99595
20180519,구리남양주,서울방향,6,2,108743,97322,102407,103695,114196,103854
20180510,구리남양주,서울방향,6,2,108515,107874,108960,103695,112904,103854
20180510,구리남양주,지방방향,6,3,98385,95493,101157,97047,108352,99595
20180511,구리남양주,서울방향,6,2,114023,115465,113699,103695,119032,103854
20180511,구리남양주,지방방향,6,3,106197,106141,108533,97047,115163,99595
20180512,구리남양주,서울방향,6,2,97322,102407,107021,103695,108701,103854
20180512,구리남양주,지방방향,6,3,89515,86442,96750,97047,106552,99595
20180513,구리남양주,서울방향,6,2,87726,93262,93210,103695,94125,103854
20180513,구리남양주,지방방향,6,3,88713,86937,92150,97047,93059,99595
20180514,구리남양주,서울방향,6,2,105588,107041,110235,103695,110401,103854
20180514,구리남양주,지방방향,6,3,98289,101819,101505,97047,106201,99595
20180515,구리남양주,서울방향,6,2,108646,111762,96836,103695,113084,103854
20180515,구리남양주,지방방향,6,3,101809,101395,94656,97047,108907,99595
20180516,구리남양주,서울방향,6,2,97976,106573,101492,103695,112105,103854
20180516,구리남양주,지방방향,6,3,89754,97083,94564,97047,110149,99595
20180517,구리남양주,서울방향,6,2,94177,108515,107874,103695,113027,103854
20180517,구리남양주,지방방향,6,3,89259,98385,95493,97047,109809,99595
20180519,구리남양주,지방방향,6,3,103055,89515,86442,97047,110730,99595
20180520,구리남양주,서울방향,6,2,90530,87726,93262,103695,93943,103854
20180520,구리남양주,지방방향,6,3,91133,88713,86937,97047,92726,99595
20180521,구리남양주,서울방향,6,2,110602,105588,107041,103695,110074,103854
20180521,구리남양주,지방방향,6,3,103744,98289,101819,97047,103576,99595
20180522,구리남양주,서울방향,6,2,91153,108646,111762,103695,110171,103854
20180522,구리남양주,지방방향,6,3,89702,101809,101395,97047,106648,99595
20180523,구리남양주,서울방향,6,2,104948,97976,106573,103695,110620,103854
20180523,구리남양주,지방방향,6,3,99989,89754,97083,97047,108725,99595
20180524,구리남양주,서울방향,6,2,106556,94177,108515,103695,110885,103854
20180524,구리남양주,지방방향,6,3,100812,89259,98385,97047,109138,99595
20180525,구리남양주,서울방향,6,2,114384,111934,114023,103695,118207,103854
20180525,구리남양주,지방방향,6,3,106010,102102,106197,97047,114855,99595
20180526,구리남양주,서울방향,6,2,106407,108743,97322,103695,114798,103854
20180526,구리남양주,지방방향,6,3,99015,103055,89515,97047,113251,99595
20180527,구리남양주,서울방향,6,2,88331,90530,87726,103695,93950,103854
20180527,구리남양주,지방방향,6,3,88151,91133,88713,97047,93044,99595
20180528,구리남양주,서울방향,6,2,105931,110602,105588,103695,110336,103854
20180528,구리남양주,지방방향,6,3,97087,103744,98289,97047,104043,99595
20180607,구리남양주,서울방향,6,2,106393,107533,106556,103719,111182,103854
20180607,구리남양주,지방방향,6,3,100509,102323,100812,97036,110855,99595
20180529,구리남양주,서울방향,6,2,107658,91153,108646,103695,111800,103854
20180529,구리남양주,지방방향,6,3,98861,89702,101809,97047,108690,99595
20180608,구리남양주,서울방향,6,2,113184,113545,114384,103719,117414,103854
20180608,구리남양주,지방방향,6,3,108628,107060,106010,97036,116389,99595
20180530,구리남양주,서울방향,6,2,103908,104948,97976,103695,110223,103854
20180530,구리남양주,지방방향,6,3,99686,99989,89754,97047,108212,99595
20180609,구리남양주,서울방향,6,2,105103,106147,106407,103719,112069,103854
20180609,구리남양주,지방방향,6,3,102601,101557,99015,97034,107489,99595
20180531,구리남양주,서울방향,6,2,107533,106556,94177,103695,111152,103854
20180531,구리남양주,지방방향,6,3,102323,100812,89259,97047,105274,99595
20180610,구리남양주,서울방향,6,2,84159,88286,88331,103719,92577,103854
20180610,구리남양주,지방방향,6,3,84444,88905,88151,97036,90364,99595
20180601,구리남양주,서울방향,6,2,113545,114384,111934,103719,118990,103854
20180601,구리남양주,지방방향,6,3,107060,106010,102102,97036,117356,99595
20180611,구리남양주,서울방향,6,2,105235,105470,105931,103719,109675,103854
20180611,구리남양주,지방방향,6,3,99205,98251,97087,97036,105583,99595
20180621,구리남양주,서울방향,6,2,107605,103920,106393,103719,113220,103854
20180602,구리남양주,서울방향,6,2,106186,106407,108743,103719,111870,103854
20180602,구리남양주,지방방향,6,3,101592,99015,103055,97036,106328,99595
20180612,구리남양주,서울방향,6,2,111225,110506,107658,103719,110808,103854
20180612,구리남양주,지방방향,6,3,104649,104818,98861,97036,108574,99595
20180603,구리남양주,서울방향,6,2,88286,88331,90530,103719,93256,103854
20180603,구리남양주,지방방향,6,3,88905,88151,91133,97036,94152,99595
20180613,구리남양주,서울방향,6,2,91158,92685,103908,103719,112325,103854
20180613,구리남양주,지방방향,6,3,91130,93353,99686,97036,109442,99595
20180604,구리남양주,서울방향,6,2,105470,105931,110602,103719,114862,103854
20180604,구리남양주,지방방향,6,3,98251,97087,103744,97036,110904,99595
20180614,구리남양주,서울방향,6,2,103920,106393,107533,103719,111462,103854
20180614,구리남양주,지방방향,6,3,94554,100509,102323,97036,108342,99595
20180624,구리남양주,서울방향,6,2,88125,89081,84159,103719,88252,103854
20180605,구리남양주,서울방향,6,2,110506,107658,91153,103719,97517,103854
20180605,구리남양주,지방방향,6,3,104818,98861,89702,97036,94446,99595
20180615,구리남양주,서울방향,6,2,112902,113184,113545,103719,118093,103854
20180615,구리남양주,지방방향,6,3,108700,108628,107060,97036,116316,99595
20180606,구리남양주,서울방향,6,2,92685,103908,104948,103719,104053,103854
20180606,구리남양주,지방방향,6,3,93353,99686,99989,97036,96797,99595
20180616,구리남양주,서울방향,6,2,104858,105103,106186,103719,115353,103854
20180616,구리남양주,지방방향,6,3,102878,102601,101592,97036,108846,99595
20180617,구리남양주,서울방향,6,2,89081,84159,88286,103719,94695,103854
20180617,구리남양주,지방방향,6,3,90125,84444,88905,97036,94410,99595
20180618,구리남양주,서울방향,6,2,104065,105235,105470,103719,110647,103854
20180618,구리남양주,지방방향,6,3,97622,99205,98251,97036,106001,99595
20180619,구리남양주,서울방향,6,2,105207,111225,110506,103719,112434,103854
20180619,구리남양주,지방방향,6,3,99452,104649,104818,97036,106616,99595
20180620,구리남양주,서울방향,6,2,104892,91158,92685,103719,113492,103854
20180620,구리남양주,지방방향,6,3,96161,91130,93353,97036,110383,99595
20180621,구리남양주,지방방향,6,3,99257,94554,100509,97036,109182,99595
20180701,구리남양주,서울방향,6,2,70110,88125,89081,103153,76221,103854
20180622,구리남양주,서울방향,6,2,113282,112902,113184,103719,115938,103854
20180622,구리남양주,지방방향,6,3,102760,108700,108628,97036,111096,99595
20180623,구리남양주,서울방향,6,2,106309,104858,105103,103719,112123,103854
20180623,구리남양주,지방방향,6,3,96752,102878,102601,97036,107228,99595
20180624,구리남양주,지방방향,6,3,89830,90125,84444,97036,88086,99595
20180625,구리남양주,서울방향,6,2,105509,104065,105235,103719,106590,103854
20180625,구리남양주,지방방향,6,3,97801,97622,99205,97036,100766,99595
20180626,구리남양주,서울방향,6,2,95082,105207,111225,103719,111277,103854
20180626,구리남양주,지방방향,6,3,87799,99452,104649,97036,106922,99595
20180627,구리남양주,서울방향,6,2,104803,104892,91158,103719,112475,103854
20180627,구리남양주,지방방향,6,3,102124,96161,91130,97036,106846,99595
20180628,구리남양주,서울방향,6,2,104843,107605,103920,103719,111177,103854
20180628,구리남양주,지방방향,6,3,96323,99257,94554,97036,109073,99595
20180629,구리남양주,서울방향,6,2,110064,113282,112902,103719,115513,103854
20180629,구리남양주,지방방향,6,3,106218,102760,108700,97036,110051,99595
20180630,구리남양주,서울방향,6,2,100909,106309,104858,103719,110345,103854
20180630,구리남양주,지방방향,6,3,98139,96752,102878,97036,102595,99595
20180710,구리남양주,서울방향,6,2,101275,104083,95082,103153,106163,103854
20180701,구리남양주,지방방향,6,3,72139,89830,90125,98388,75106,99595
20180711,구리남양주,서울방향,6,2,104459,105387,104803,103153,108108,103854
20180702,구리남양주,서울방향,6,2,90008,105509,104065,103153,96739,103854
20180702,구리남양주,지방방향,6,3,86839,97801,97622,98388,92341,99595
20180703,구리남양주,서울방향,6,2,104083,95082,105207,103153,102472,103854
20180703,구리남양주,지방방향,6,3,99898,87799,99452,98388,99436,99595
20180704,구리남양주,서울방향,6,2,105387,104803,104892,103153,104646,103854
20180704,구리남양주,지방방향,6,3,98961,102124,96161,98388,103581,99595
20180705,구리남양주,서울방향,6,2,106149,104843,107605,103153,106144,103854
20180705,구리남양주,지방방향,6,3,95012,96323,99257,98388,99507,99595
20180706,구리남양주,서울방향,6,2,111623,110064,113282,103153,107375,103854
