일자, 영업소명, 방향구분,영업소코드, 기점종점방향구분코드, 당일교통량, 전주교통량, 전전주교통량, 전월평균교통량, 전년동주교통량, 전년평균교통량
20191217,구리남양주,지방방향,6,3,95037,97711,97952,92813,97738,95734
20191227,구리남양주,서울방향,6,2,107834,109892,111185,98690,107940,99867
20191218,구리남양주,지방방향,6,3,99146,95977,98447,92813,94411,95734
20191228,구리남양주,서울방향,6,2,95883,100378,102386,98690,99186,99867
20191219,구리남양주,지방방향,6,3,101433,99370,98591,92813,88060,95734
20191229,구리남양주,서울방향,6,2,78622,83310,86184,98690,78815,99867
20191220,구리남양주,지방방향,6,3,103600,105330,96702,92813,98752,95734
20191230,구리남양주,서울방향,6,2,101367,101408,102753,98690,100320,99867
20191221,구리남양주,지방방향,6,3,93246,94043,92432,92813,92460,95734
20191231,구리남양주,서울방향,6,2,103394,109526,100471,98690,74156,99867
20191222,구리남양주,지방방향,6,3,88811,88597,86594,92813,81595,95734
20191223,구리남양주,지방방향,6,3,96578,100079,97775,92813,96398,95734
20191224,구리남양주,지방방향,6,3,104170,95037,97711,92813,89651,95734
20191225,구리남양주,서울방향,6,2,77930,105113,103160,98690,99906,99867
20191225,구리남양주,지방방향,6,3,82399,99146,95977,92813,96155,95734
20191226,구리남양주,지방방향,6,3,94439,101433,99370,92813,96576,95734
20191227,구리남양주,지방방향,6,3,106058,103600,105330,92813,105712,95734
20191228,구리남양주,지방방향,6,3,98129,93246,94043,92813,99504,95734
20191229,구리남양주,지방방향,6,3,84555,88811,88597,92813,84286,95734
20191230,구리남양주,지방방향,6,3,101203,96578,100080,92813,101706,95734
20191231,구리남양주,지방방향,6,3,103910,104170,95037,92813,78737,95734
20190101,서울,서울방향,2,2,84246,88062,105572,104841,0,107428
20190101,서울,지방방향,2,3,87253,84625,102804,101241,0,105759
20190102,서울,서울방향,2,2,99604,102427,107070,104841,0,107428
20190102,서울,지방방향,2,3,101236,103546,102531,101241,0,105759
20190103,서울,서울방향,2,2,102139,103380,110613,104841,0,107428
20190103,서울,지방방향,2,3,100598,100530,105255,101241,0,105759
20190104,서울,서울방향,2,2,109645,104933,116578,104841,0,107428
20190104,서울,지방방향,2,3,104136,103799,109365,101241,0,105759
20190105,서울,서울방향,2,2,97237,96983,109573,104841,0,107428
20190105,서울,지방방향,2,3,99424,98884,107302,101241,0,105759
20190106,서울,서울방향,2,2,83957,87728,94906,104841,0,107428
20190106,서울,지방방향,2,3,87727,87598,94871,101241,0,105759
20190107,서울,서울방향,2,2,100057,99716,105716,104841,93756,107428
20190107,서울,지방방향,2,3,103823,95781,100569,101241,92474,105759
20190108,서울,서울방향,2,2,101374,84246,88062,104841,100004,107428
20190108,서울,지방방향,2,3,100992,87253,84625,101241,104459,105759
20190109,서울,서울방향,2,2,101251,99604,102427,104841,99026,107428
20190109,서울,지방방향,2,3,98557,101236,103546,101241,101118,105759
20190110,서울,서울방향,2,2,101578,102139,103380,104841,102140,107428
20190110,서울,지방방향,2,3,100934,100598,100530,101241,101977,105759
20190111,서울,서울방향,2,2,108769,109645,104933,104841,107106,107428
20190111,서울,지방방향,2,3,105179,104136,103799,101241,107045,105759
20190112,서울,서울방향,2,2,102895,97237,96983,104841,98442,107428
20190112,서울,지방방향,2,3,102859,99424,98884,101241,97645,105759
20190113,서울,서울방향,2,2,91378,83957,87728,104841,87841,107428
20190113,서울,지방방향,2,3,89921,87727,87598,101241,88452,105759
20190114,서울,서울방향,2,2,101448,100057,99716,104841,96987,107428
20190114,서울,지방방향,2,3,105091,103823,95781,101241,102234,105759
20190115,서울,서울방향,2,2,103171,101374,84246,104841,94533,107428
20190115,서울,지방방향,2,3,100566,100992,87253,101241,95847,105759
20190116,서울,서울방향,2,2,101817,101251,99604,104841,92978,107428
20190116,서울,지방방향,2,3,100343,98557,101236,101241,92637,105759
20190117,서울,서울방향,2,2,103972,101578,102139,104841,95830,107428
20190117,서울,지방방향,2,3,100318,100934,100598,101241,95007,105759
20190118,서울,서울방향,2,2,111662,108769,109645,104841,103310,107428
20190118,서울,지방방향,2,3,107268,105179,104136,101241,101344,105759
20190119,서울,서울방향,2,2,103531,102895,97237,104841,95063,107428
20190119,서울,지방방향,2,3,103163,102859,99424,101241,96608,105759
20190120,서울,서울방향,2,2,92535,91378,83957,104841,89682,107428
20190120,서울,지방방향,2,3,92114,89921,87727,101241,89414,105759
20190121,서울,서울방향,2,2,102354,101448,100057,104841,100428,107428
20190121,서울,지방방향,2,3,105275,105091,103823,101241,104952,105759
20190122,서울,서울방향,2,2,104562,103171,101374,104841,100952,107428
20190122,서울,지방방향,2,3,101913,100566,100992,101241,101829,105759
20190123,서울,서울방향,2,2,104654,101817,101251,104841,102146,107428
20190123,서울,지방방향,2,3,103551,100343,98557,101241,101093,105759
20190124,서울,서울방향,2,2,105962,103972,101578,104841,104304,107428
20190124,서울,지방방향,2,3,103656,100318,100934,101241,103673,105759
20190125,서울,서울방향,2,2,111527,111662,108769,104841,112171,107428
20190125,서울,지방방향,2,3,106814,107268,105179,101241,105358,105759
20190126,서울,서울방향,2,2,101381,103531,102895,104841,104971,107428
20190126,서울,지방방향,2,3,101633,103163,102859,101241,106050,105759
20190127,서울,서울방향,2,2,91735,92535,91378,104841,94826,107428
20190127,서울,지방방향,2,3,92893,92114,89921,101241,92206,105759
20190128,서울,서울방향,2,2,102912,102354,101448,104841,101136,107428
20190128,서울,지방방향,2,3,105765,105275,105091,101241,102519,105759
20190129,서울,서울방향,2,2,105057,104562,103171,104841,97853,107428
20190129,서울,지방방향,2,3,102777,101913,100566,101241,99831,105759
20190130,서울,서울방향,2,2,106318,104654,101817,104841,99164,107428
20190130,서울,지방방향,2,3,103289,103551,100343,101241,99018,105759
20190131,서울,서울방향,2,2,105819,105962,103972,104841,99013,107428
20190131,서울,지방방향,2,3,103706,103656,100318,101241,100746,105759
20190201,서울,서울방향,2,2,108250,111527,111662,101811,106060,107428
20190201,서울,지방방향,2,3,106341,106814,107268,101094,103669,105759
20190202,서울,서울방향,2,2,89430,101381,103531,101811,97251,107428
20190202,서울,지방방향,2,3,108034,101633,103163,101094,99252,105759
20190203,서울,서울방향,2,2,73659,91735,92535,101811,88489,107428
20190203,서울,지방방향,2,3,97308,92893,92114,101094,89165,105759
20190204,서울,서울방향,2,2,89405,102912,102354,101811,100172,107428
20190204,서울,지방방향,2,3,104427,105765,105275,101094,105766,105759
20190205,서울,서울방향,2,2,116429,105057,104562,101811,98335,107428
20190205,서울,지방방향,2,3,106806,102777,101913,101094,102240,105759
20190206,서울,서울방향,2,2,133127,106318,104654,101811,100393,107428
20190206,서울,지방방향,2,3,89659,103289,103551,101094,100266,105759
20190207,서울,서울방향,2,2,106438,105819,105962,101811,102009,107428
20190207,서울,지방방향,2,3,97635,103706,103656,101094,103376,105759
20190208,서울,서울방향,2,2,107060,108250,111527,101811,108140,107428
20190208,서울,지방방향,2,3,101957,106341,106814,101094,106879,105759
20190209,서울,서울방향,2,2,97071,89430,101381,101811,99625,107428
20190209,서울,지방방향,2,3,96559,108034,101633,101094,101861,105759
20190210,서울,서울방향,2,2,87022,73659,91735,101811,85963,107428
20190210,서울,지방방향,2,3,85495,97308,92893,101094,88450,105759
20190211,서울,서울방향,2,2,103026,89405,102912,101811,17469,107428
20190211,서울,지방방향,2,3,105621,104427,105765,101094,104282,105759
20190212,서울,서울방향,2,2,104369,116429,105057,101811,100288,107428
20190212,서울,지방방향,2,3,102783,106806,102777,101094,101773,105759
20190213,서울,서울방향,2,2,100921,133127,106318,101811,101286,107428
20190213,서울,지방방향,2,3,102923,89659,103289,101094,104737,105759
20190214,서울,서울방향,2,2,104919,106438,105819,101811,97592,107428
20190214,서울,지방방향,2,3,101995,97635,103706,101094,104334,105759
20190215,서울,서울방향,2,2,108981,107060,108250,101811,110504,107428
20190215,서울,지방방향,2,3,99820,101957,106341,101094,109769,105759
20190216,서울,서울방향,2,2,100918,97071,89430,101811,102029,107428
20190216,서울,지방방향,2,3,101592,96559,108034,101094,104155,105759
20190217,서울,서울방향,2,2,91630,87022,73659,101811,87207,107428
20190217,서울,지방방향,2,3,91064,85495,97308,101094,87882,105759
20190218,서울,서울방향,2,2,105772,103026,89405,101811,100197,107428
20190218,서울,지방방향,2,3,104336,105621,104427,101094,106659,105759
20190219,서울,서울방향,2,2,92589,104369,116429,101811,99267,107428
20190219,서울,지방방향,2,3,89364,102783,106806,101094,105365,105759
20190220,서울,서울방향,2,2,105093,100921,133127,101811,105502,107428
20190220,서울,지방방향,2,3,101547,102923,89659,101094,119522,105759
20190221,서울,서울방향,2,2,104870,104919,106438,101811,89888,107428
20190221,서울,지방방향,2,3,102353,101995,97635,101094,120483,105759
20190222,서울,서울방향,2,2,115553,108981,107060,101811,112273,107428
20190222,서울,지방방향,2,3,108938,99820,101957,101094,112058,105759
20190223,서울,서울방향,2,2,108128,100918,97071,101811,122377,107428
20190223,서울,지방방향,2,3,108977,101592,96559,101094,91675,105759
20190224,서울,서울방향,2,2,96898,91630,87022,101811,109643,107428
20190224,서울,지방방향,2,3,96469,91064,85495,101094,84175,105759
20190225,서울,서울방향,2,2,106049,105772,103026,101811,106755,107428
20190225,서울,지방방향,2,3,107172,104336,105621,101094,106737,105759
20190226,서울,서울방향,2,2,107364,92589,104369,101811,104380,107428
20190226,서울,지방방향,2,3,104613,89364,102783,101094,104522,105759
20190227,서울,서울방향,2,2,109510,105093,100921,101811,105613,107428
20190227,서울,지방방향,2,3,106516,101547,102923,101094,104579,105759
20190228,서울,서울방향,2,2,114518,104870,104919,101811,106280,107428
20190228,서울,지방방향,2,3,112523,102353,101995,101094,104355,105759
20190301,서울,서울방향,2,2,105122,115553,108981,103497,112786,107428
20190301,서울,지방방향,2,3,106467,108938,99820,101761,106491,105759
20190302,서울,서울방향,2,2,105313,108128,100918,103497,106660,107428
20190302,서울,지방방향,2,3,100879,108977,101592,101761,107401,105759
20190303,서울,서울방향,2,2,97946,96898,91630,103497,97256,107428
20190303,서울,지방방향,2,3,95061,96469,91064,101761,96001,105759
20190304,서울,서울방향,2,2,104617,106049,105772,103497,107227,107428
20190304,서울,지방방향,2,3,107290,107172,104336,101761,110838,105759
20190305,서울,서울방향,2,2,102504,107364,92589,103497,107632,107428
20190305,서울,지방방향,2,3,102579,104613,89364,101761,106925,105759
20190306,서울,서울방향,2,2,106142,109510,105093,103497,105536,107428
20190306,서울,지방방향,2,3,100524,106516,101547,101761,102800,105759
20190307,서울,서울방향,2,2,106900,114518,104870,103497,97291,107428
20190307,서울,지방방향,2,3,103855,112523,102353,101761,100232,105759
20190308,서울,서울방향,2,2,114842,105122,115553,103497,106669,107428
20190308,서울,지방방향,2,3,108414,106467,108938,101761,105099,105759
20190309,서울,서울방향,2,2,108310,105313,108128,103497,106017,107428
20190309,서울,지방방향,2,3,108868,100879,108977,101761,106462,105759
20190310,서울,서울방향,2,2,94648,97946,96898,103497,92407,107428
20190310,서울,지방방향,2,3,93783,95061,96469,101761,91856,105759
20190311,서울,서울방향,2,2,105040,104617,106049,103497,100413,107428
20190311,서울,지방방향,2,3,107428,107290,107172,101761,102887,105759
20190312,서울,서울방향,2,2,106449,102504,107364,103497,105085,107428
20190312,서울,지방방향,2,3,104510,102579,104613,101761,105746,105759
20190313,서울,서울방향,2,2,107530,106142,109510,103497,106041,107428
20190313,서울,지방방향,2,3,103839,100524,106516,101761,103952,105759
20190314,서울,서울방향,2,2,109684,106900,114518,103497,102620,107428
20190314,서울,지방방향,2,3,104224,103855,112523,101761,100014,105759
20190315,서울,서울방향,2,2,17089,114842,105122,103497,115529,107428
20190315,서울,지방방향,2,3,107018,108414,106467,101761,110966,105759
20190316,서울,서울방향,2,2,18673,108310,105313,103497,106491,107428
20190316,서울,지방방향,2,3,108530,108868,100879,101761,109221,105759
20190317,서울,서울방향,2,2,97424,94648,97946,103497,96074,107428
20190317,서울,지방방향,2,3,97878,93783,95061,101761,96127,105759
20190318,서울,서울방향,2,2,108723,105040,104617,103497,105681,107428
20190318,서울,지방방향,2,3,108449,107428,107290,101761,108179,105759
20190319,서울,서울방향,2,2,108310,106449,102504,103497,107385,107428
20190319,서울,지방방향,2,3,102780,104510,102579,101761,106869,105759
20190320,서울,서울방향,2,2,105263,107530,106142,103497,110117,107428
20190320,서울,지방방향,2,3,102696,103839,100524,101761,106627,105759
20190321,서울,서울방향,2,2,108271,109684,106900,103497,99516,107428
20190321,서울,지방방향,2,3,105004,104224,103855,101761,97529,105759
20190322,서울,서울방향,2,2,116397,17089,114842,103497,116181,107428
20190322,서울,지방방향,2,3,111784,107018,108414,101761,112390,105759
20190323,서울,서울방향,2,2,103291,18673,108310,103497,107175,107428
20190323,서울,지방방향,2,3,107231,108530,108868,101761,111145,105759
20190324,서울,서울방향,2,2,98084,97424,94648,103497,100323,107428
20190324,서울,지방방향,2,3,98829,97878,93783,101761,95712,105759
20190325,서울,서울방향,2,2,107782,108723,105040,103497,102727,107428
20190325,서울,지방방향,2,3,107726,108449,107428,101761,103300,105759
20190326,서울,서울방향,2,2,108993,108310,106449,103497,108652,107428
20190326,서울,지방방향,2,3,102511,102780,104510,101761,92781,105759
20190327,서울,서울방향,2,2,109522,105263,107530,103497,102752,107428
20190327,서울,지방방향,2,3,104291,102696,103839,101761,100081,105759
20190328,서울,서울방향,2,2,111760,108271,109684,103497,109700,107428
20190328,서울,지방방향,2,3,105181,105004,104224,101761,108085,105759
20190329,서울,서울방향,2,2,116136,116397,17089,103497,116355,107428
20190329,서울,지방방향,2,3,112379,111784,107018,101761,113361,105759
20190330,서울,서울방향,2,2,106963,103291,18673,103497,112137,107428
20190330,서울,지방방향,2,3,106459,107231,108530,101761,114755,105759
20190331,서울,서울방향,2,2,101634,98084,97424,103497,98585,107428
20190331,서울,지방방향,2,3,98504,98829,97878,101761,100601,105759
20190401,서울,서울방향,2,2,107644,107782,108723,100624,107019,107428
20190401,서울,지방방향,2,3,107255,107726,108449,104353,109573,105759
20190402,서울,서울방향,2,2,107168,108993,108310,100624,109300,107428
20190402,서울,지방방향,2,3,102578,102511,102780,104353,103188,105759
20190403,서울,서울방향,2,2,108390,109522,105263,100624,110021,107428
20190403,서울,지방방향,2,3,104480,104291,102696,104353,109224,105759
20190404,서울,서울방향,2,2,111332,111760,108271,100624,112658,107428
20190404,서울,지방방향,2,3,103983,105181,105004,104353,109146,105759
20190405,서울,서울방향,2,2,111860,116136,116397,100624,116458,107428
20190405,서울,지방방향,2,3,111707,112379,111784,104353,115697,105759
20190406,서울,서울방향,2,2,113713,106963,103291,100624,112801,107428
20190406,서울,지방방향,2,3,111902,106459,107231,104353,115434,105759
20190407,서울,서울방향,2,2,107399,101634,98084,100624,105545,107428
20190407,서울,지방방향,2,3,103234,98504,98829,104353,102485,105759
20190408,서울,서울방향,2,2,108255,107644,107782,100624,110043,107428
20190408,서울,지방방향,2,3,109456,107255,107726,104353,110988,105759
20190409,서울,서울방향,2,2,107195,107168,108993,100624,110602,107428
20190409,서울,지방방향,2,3,105341,102578,102511,104353,109638,105759
20190410,서울,서울방향,2,2,106568,108390,109522,100624,106602,107428
20190410,서울,지방방향,2,3,102998,104480,104291,104353,104649,105759
20190411,서울,서울방향,2,2,110153,111332,111760,100624,99974,107428
20190411,서울,지방방향,2,3,105303,103983,105181,104353,99925,105759
20190412,서울,서울방향,2,2,116900,111860,116136,100624,118024,107428
20190412,서울,지방방향,2,3,114574,111707,112379,104353,115223,105759
20190413,서울,서울방향,2,2,115490,113713,106963,100624,114425,107428
20190413,서울,지방방향,2,3,115535,111902,106459,104353,113923,105759
20190414,서울,서울방향,2,2,100869,107399,101634,100624,106098,107428
20190414,서울,지방방향,2,3,96598,103234,98504,104353,102152,105759
20190415,서울,서울방향,2,2,108380,108255,107644,100624,109764,107428
20190415,서울,지방방향,2,3,109500,109456,107255,104353,111818,105759
20190416,서울,서울방향,2,2,112098,107195,107168,100624,108258,107428
20190416,서울,지방방향,2,3,106380,105341,102578,104353,107733,105759
20190417,서울,서울방향,2,2,110261,106568,108390,100624,107823,107428
20190417,서울,지방방향,2,3,108156,102998,104480,104353,108012,105759
20190418,서울,서울방향,2,2,110341,110153,111332,100624,110159,107428
20190418,서울,지방방향,2,3,107264,105303,103983,104353,110632,105759
20190419,서울,서울방향,2,2,117273,116900,111860,100624,120583,107428
20190419,서울,지방방향,2,3,115150,114574,111707,104353,115609,105759
20190420,서울,서울방향,2,2,112170,115490,113713,100624,100782,107428
20190420,서울,지방방향,2,3,112301,115535,111902,104353,102387,105759
20190421,서울,서울방향,2,2,104461,100869,107399,100624,107029,107428
20190421,서울,지방방향,2,3,102271,96598,103234,104353,104982,105759
20190422,서울,서울방향,2,2,109364,108380,108255,100624,109152,107428
20190422,서울,지방방향,2,3,110313,109500,109456,104353,110438,105759
20190423,서울,서울방향,2,2,110645,112098,107195,100624,111250,107428
20190423,서울,지방방향,2,3,107301,106380,105341,104353,110165,105759
20190424,서울,서울방향,2,2,110049,110261,106568,100624,111275,107428
20190424,서울,지방방향,2,3,105866,108156,102998,104353,110288,105759
20190425,서울,서울방향,2,2,108500,110341,110153,100624,113110,107428
20190425,서울,지방방향,2,3,106467,107264,105303,104353,110644,105759
20190426,서울,서울방향,2,2,113453,117273,116900,100624,119242,107428
20190426,서울,지방방향,2,3,110765,115150,114574,104353,114872,105759
20190427,서울,서울방향,2,2,115448,112170,115490,100624,116340,107428
20190427,서울,지방방향,2,3,115044,112301,115535,104353,117341,105759
20190428,서울,서울방향,2,2,108063,104461,100869,100624,102017,107428
20190428,서울,지방방향,2,3,103763,102271,96598,104353,94468,105759
20190429,서울,서울방향,2,2,111987,109364,108380,100624,96149,107428
20190429,서울,지방방향,2,3,110301,110313,109500,104353,87382,105759
20190430,서울,서울방향,2,2,116154,110645,112098,100624,111082,107428
20190430,서울,지방방향,2,3,111498,107301,106380,104353,108346,105759
20190501,서울,서울방향,2,2,98471,110049,110261,110386,113083,107428
20190501,서울,지방방향,2,3,101559,105866,108156,107909,108081,105759
20190502,서울,서울방향,2,2,111202,108500,110341,110386,115628,107428
20190502,서울,지방방향,2,3,111896,106467,107264,107909,112333,105759
20190503,서울,서울방향,2,2,120887,113453,117273,110386,120353,107428
20190503,서울,지방방향,2,3,119500,110765,115150,107909,116569,105759
20190504,서울,서울방향,2,2,112947,115448,112170,110386,113980,107428
20190504,서울,지방방향,2,3,116935,115044,112301,107909,116081,105759
20190505,서울,서울방향,2,2,107662,108063,104461,110386,108987,107428
20190505,서울,지방방향,2,3,107791,103763,102271,107909,104839,105759
20190506,서울,서울방향,2,2,120587,111987,109364,110386,116439,107428
20190506,서울,지방방향,2,3,106986,110301,110313,107909,115453,105759
20190507,서울,서울방향,2,2,114322,116154,110645,110386,102275,107428
20190507,서울,지방방향,2,3,109667,111498,107301,107909,102677,105759
20190508,서울,서울방향,2,2,111111,98471,110049,110386,102564,107428
20190508,서울,지방방향,2,3,109160,101559,105866,107909,103606,105759
20190509,서울,서울방향,2,2,111650,111202,108500,110386,108362,107428
20190509,서울,지방방향,2,3,106938,111896,106467,107909,109632,105759
20190510,서울,서울방향,2,2,117890,120887,113453,110386,119023,107428
20190510,서울,지방방향,2,3,114869,119500,110765,107909,122132,105759
20190511,서울,서울방향,2,2,112037,112947,115448,110386,104655,107428
20190511,서울,지방방향,2,3,114162,116935,115044,107909,108940,105759
20190512,서울,서울방향,2,2,103529,107662,108063,110386,107002,107428
20190512,서울,지방방향,2,3,102749,107791,103763,107909,96469,105759
20190513,서울,서울방향,2,2,109712,120587,111987,110386,123149,107428
20190513,서울,지방방향,2,3,110797,106986,110301,107909,110758,105759
20190514,서울,서울방향,2,2,110242,114322,116154,110386,115315,107428
20190514,서울,지방방향,2,3,107408,109667,111498,107909,111367,105759
20190515,서울,서울방향,2,2,111193,111111,98471,110386,110158,107428
20190515,서울,지방방향,2,3,108229,109160,101559,107909,110038,105759
20190516,서울,서울방향,2,2,110724,111650,111202,110386,113159,107428
20190516,서울,지방방향,2,3,109578,106938,111896,107909,111551,105759
20190517,서울,서울방향,2,2,121142,117890,120887,110386,120506,107428
20190517,서울,지방방향,2,3,114111,114869,119500,107909,115239,105759
20190518,서울,서울방향,2,2,112614,112037,112947,110386,101678,107428
20190518,서울,지방방향,2,3,113158,114162,116935,107909,101609,105759
20190519,서울,서울방향,2,2,97729,103529,107662,110386,102516,107428
20190519,서울,지방방향,2,3,93215,102749,107791,107909,102283,105759
20190520,서울,서울방향,2,2,107300,109712,120587,110386,112008,107428
20190520,서울,지방방향,2,3,108854,110797,106986,107909,112543,105759
20190521,서울,서울방향,2,2,109959,110242,114322,110386,112541,107428
20190521,서울,지방방향,2,3,107835,107408,109667,107909,108364,105759
20190522,서울,서울방향,2,2,111811,111193,111111,110386,101918,107428
20190522,서울,지방방향,2,3,106433,108229,109160,107909,98649,105759
20190523,서울,서울방향,2,2,108853,110724,111650,110386,101087,107428
20190523,서울,지방방향,2,3,108800,109578,106938,107909,98041,105759
20190524,서울,서울방향,2,2,118901,121142,117890,110386,115397,107428
20190524,서울,지방방향,2,3,114287,114111,114869,107909,112117,105759
20190525,서울,서울방향,2,2,113513,112614,112037,110386,113884,107428
20190525,서울,지방방향,2,3,113467,113158,114162,107909,117108,105759
20190526,서울,서울방향,2,2,105978,97729,103529,110386,107878,107428
20190526,서울,지방방향,2,3,103736,93215,102749,107909,107142,105759
20190527,서울,서울방향,2,2,101981,107300,109712,110386,114383,107428
20190527,서울,지방방향,2,3,101907,108854,110797,107909,112555,105759
20190528,서울,서울방향,2,2,106558,109959,110242,110386,100192,107428
20190528,서울,지방방향,2,3,107268,107835,107408,107909,97993,105759
20190529,서울,서울방향,2,2,112043,111811,111193,110386,111956,107428
20190529,서울,지방방향,2,3,107976,106433,108229,107909,108829,105759
20190530,서울,서울방향,2,2,111911,108853,110724,110386,115630,107428
20190530,서울,지방방향,2,3,106904,108800,109578,107909,109522,105759
20190531,서울,서울방향,2,2,118539,118901,121142,110386,120073,107428
20190531,서울,지방방향,2,3,112655,114287,114111,107909,113949,105759
20190601,서울,서울방향,2,2,110080,113513,112614,111064,115422,107428
20190601,서울,지방방향,2,3,114023,113467,113158,108994,116769,105759
20190602,서울,서울방향,2,2,102956,105978,97729,111064,107454,107428
20190602,서울,지방방향,2,3,100203,103736,93215,108994,102236,105759
20190603,서울,서울방향,2,2,109485,101981,107300,111064,110371,107428
20190603,서울,지방방향,2,3,110183,101907,108854,108994,111687,105759
20190604,서울,서울방향,2,2,107607,106558,109959,111064,112484,107428
20190604,서울,지방방향,2,3,106041,107268,107835,108994,108086,105759
20190605,서울,서울방향,2,2,115246,112043,111811,111064,110937,107428
20190605,서울,지방방향,2,3,112167,107976,106433,108994,109492,105759
20190606,서울,서울방향,2,2,101882,111911,108853,111064,112994,107428
20190606,서울,지방방향,2,3,103907,106904,108800,108994,110066,105759
20190607,서울,서울방향,2,2,105446,118539,118901,111064,117989,107428
20190607,서울,지방방향,2,3,103738,112655,114287,108994,115077,105759
20190608,서울,서울방향,2,2,113723,110080,113513,111064,113409,107428
20190608,서울,지방방향,2,3,113620,114023,113467,108994,114837,105759
20190609,서울,서울방향,2,2,105732,102956,105978,111064,106189,107428
20190609,서울,지방방향,2,3,98631,100203,103736,108994,102913,105759
20190610,서울,서울방향,2,2,108321,109485,101981,111064,112764,107428
20190610,서울,지방방향,2,3,107620,110183,101907,108994,112108,105759
20190611,서울,서울방향,2,2,109358,107607,106558,111064,115668,107428
20190611,서울,지방방향,2,3,104506,106041,107268,108994,111820,105759
20190612,서울,서울방향,2,2,112132,115246,112043,111064,102492,107428
20190612,서울,지방방향,2,3,106904,112167,107976,108994,101872,105759
20190613,서울,서울방향,2,2,111994,101882,111911,111064,111698,107428
20190613,서울,지방방향,2,3,109440,103907,106904,108994,111149,105759
20190614,서울,서울방향,2,2,118717,105446,118539,111064,119382,107428
20190614,서울,지방방향,2,3,112547,103738,112655,108994,115531,105759
20190615,서울,서울방향,2,2,113959,113723,110080,111064,111457,107428
20190615,서울,지방방향,2,3,114881,113620,114023,108994,89687,105759
20190616,서울,서울방향,2,2,101699,105732,102956,111064,101120,107428
20190616,서울,지방방향,2,3,99701,98631,100203,108994,98123,105759
20190617,서울,서울방향,2,2,109646,108321,109485,111064,111030,107428
20190617,서울,지방방향,2,3,108283,107620,110183,108994,110343,105759
20190618,서울,서울방향,2,2,109087,109358,107607,111064,115283,107428
20190618,서울,지방방향,2,3,105968,104506,106041,108994,112717,105759
20190619,서울,서울방향,2,2,111901,112132,115246,111064,100409,107428
20190619,서울,지방방향,2,3,99651,106904,112167,108994,99269,105759
20190620,서울,서울방향,2,2,113206,111994,101882,111064,110194,107428
20190620,서울,지방방향,2,3,108180,109440,103907,108994,111719,105759
20190621,서울,서울방향,2,2,119492,118717,105446,111064,120222,107428
20190621,서울,지방방향,2,3,113366,112547,103738,108994,113646,105759
20190622,서울,서울방향,2,2,112253,113959,113723,111064,110442,107428
20190622,서울,지방방향,2,3,112465,114881,113620,108994,114373,105759
20190623,서울,서울방향,2,2,102363,101699,105732,111064,107446,107428
20190623,서울,지방방향,2,3,101965,99701,98631,108994,103208,105759
20190624,서울,서울방향,2,2,109952,109646,108321,111064,105051,107428
20190624,서울,지방방향,2,3,108301,108283,107620,108994,108543,105759
20190625,서울,서울방향,2,2,110386,109087,109358,111064,110431,107428
20190625,서울,지방방향,2,3,107042,105968,104506,108994,107738,105759
20190626,서울,서울방향,2,2,110205,111901,112132,111064,112468,107428
20190626,서울,지방방향,2,3,105858,99651,106904,108994,109279,105759
20190627,서울,서울방향,2,2,109420,113206,111994,111064,110927,107428
20190627,서울,지방방향,2,3,103658,108180,109440,108994,108918,105759
20190628,서울,서울방향,2,2,117872,119492,118717,111064,117089,107428
20190628,서울,지방방향,2,3,110890,113366,112547,108994,116105,105759
20190629,서울,서울방향,2,2,108707,112253,113959,111064,116588,107428
20190629,서울,지방방향,2,3,106754,112465,114881,108994,117016,105759
20190630,서울,서울방향,2,2,99651,102363,101699,111064,106683,107428
20190630,서울,지방방향,2,3,98954,101965,99701,108994,102443,105759
20190701,서울,서울방향,2,2,107237,109952,109646,109749,113641,107428
20190701,서울,지방방향,2,3,107180,108301,108283,106981,114397,105759
20190702,서울,서울방향,2,2,106856,110386,109087,109749,94370,107428
20190702,서울,지방방향,2,3,104144,107042,105968,106981,91247,105759
20190703,서울,서울방향,2,2,109353,110205,111901,109749,105435,107428
20190703,서울,지방방향,2,3,107085,105858,99651,106981,107826,105759
20190704,서울,서울방향,2,2,109143,109420,113206,109749,104957,107428
20190704,서울,지방방향,2,3,103784,103658,108180,106981,107792,105759
20190705,서울,서울방향,2,2,115675,117872,119492,109749,117205,107428
20190705,서울,지방방향,2,3,108909,110890,113366,106981,112162,105759
20190706,서울,서울방향,2,2,110130,108707,112253,109749,109957,107428
20190706,서울,지방방향,2,3,111080,106754,112465,106981,110559,105759
20190707,서울,서울방향,2,2,101907,99651,102363,109749,79372,107428
20190707,서울,지방방향,2,3,99071,98954,101965,106981,79335,105759
20190708,서울,서울방향,2,2,106813,107237,109952,109749,92229,107428
20190708,서울,지방방향,2,3,105089,107180,108301,106981,94673,105759
20190709,서울,서울방향,2,2,107681,106856,110386,109749,106762,107428
20190709,서울,지방방향,2,3,104234,104144,107042,106981,103495,105759
20190710,서울,서울방향,2,2,108570,109353,110205,109749,108784,107428
20190710,서울,지방방향,2,3,101900,107085,105858,106981,109071,105759
20190711,서울,서울방향,2,2,104878,109143,109420,109749,105361,107428
20190711,서울,지방방향,2,3,100414,103784,103658,106981,107149,105759
20190712,서울,서울방향,2,2,117380,115675,117872,109749,115893,107428
20190712,서울,지방방향,2,3,113302,108909,110890,106981,112633,105759
