20190501|011 |0|1|00|1|10985|327|348|249|196|1374|13479|
20190501|011 |0|2|00|1|46669|1157|627|437|981|3059|52930|
20190501|011 |1|1|00|1|12163|211|496|293|167|1499|14829|
20190501|011 |1|2|00|1|49501|1164|630|510|1093|3243|56141|
20190501|012 |0|1|00|1|224|10|11|6|3|23|277|
20190501|012 |0|2|00|1|928|8|20|14|65|32|1067|
20190501|012 |1|1|00|1|176|3|6|3|0|18|206|
20190501|012 |1|2|00|1|747|3|16|5|39|22|832|
20190501|013 |0|1|00|1|617|24|24|16|7|53|741|
20190501|013 |0|2|00|1|2087|32|66|23|51|62|2321|
20190501|013 |1|1|00|1|671|12|15|13|12|45|768|
20190501|013 |1|2|00|1|2162|30|74|30|33|64|2393|
20190501|025 |0|1|08|1|5438|43|70|6|12|88|5657|
20190501|025 |0|2|08|1|3860|14|31|2|2|169|4078|
20190501|025 |1|1|08|1|5972|39|76|12|8|100|6207|
20190501|025 |1|2|08|1|4217|18|37|6|3|216|4497|
20190501|029 |0|1|00|1|2171|60|112|120|197|280|2940|
20190501|029 |0|2|00|1|8755|113|132|98|1020|524|10642|
20190501|029 |1|1|00|1|2676|64|117|126|199|354|3536|
20190501|029 |1|2|00|1|10338|135|143|114|980|578|12288|
20190501|053 |0|1|00|1|5503|115|116|103|65|740|6642|
20190501|053 |0|2|00|1|26412|469|726|197|422|1533|29759|
20190501|053 |1|1|00|1|5601|110|173|81|34|705|6704|
20190501|053 |1|2|00|1|27182|457|738|147|370|1654|30548|
20190501|056 |0|1|00|1|303|1|14|4|6|23|351|
20190501|056 |0|2|00|1|689|15|10|5|144|36|899|
20190501|056 |1|1|00|1|249|12|4|5|8|17|295|
20190501|056 |1|2|00|1|643|15|8|3|143|27|839|
20190501|061 |0|1|00|1|10160|255|698|356|92|1147|12708|
20190501|061 |0|2|00|1|64252|1927|1709|1009|890|3174|72961|
20190501|061 |1|1|00|1|8962|252|437|388|106|996|11141|
20190501|061 |1|2|00|1|59034|1808|1780|1182|969|2850|67623|
20190501|062 |0|1|00|1|12863|373|685|407|116|1466|15910|
20190501|062 |0|2|00|1|72301|2119|1985|1266|1058|3956|82685|
20190501|062 |1|1|00|1|12609|350|594|596|131|1430|15710|
20190501|062 |1|2|00|1|68601|2085|2055|1446|1082|3784|79053|
20190501|063 |0|1|00|1|1315|38|64|37|3|157|1614|
20190501|063 |0|2|00|1|8346|221|126|103|99|448|9343|
20190501|063 |1|1|00|1|1195|47|50|53|37|145|1527|
20190501|063 |1|2|00|1|6668|189|133|118|135|360|7603|
20190501|064 |0|1|00|1|9043|189|244|186|71|1085|10818|
20190501|064 |0|2|00|1|54369|1180|1482|528|633|2769|60961|
20190501|064 |1|1|00|1|9361|215|390|203|76|1135|11380|
20190501|064 |1|2|00|1|56779|1292|1480|554|659|2952|63716|
20190501|065 |0|1|00|1|5151|70|54|21|19|490|5805|
