집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20200401,116 ,1,2,00,0,5354,311,185,411,551,298,7110,
20200401,117 ,0,1,00,0,148,1,10,9,4,1,173,
20200401,117 ,0,2,00,0,441,19,10,23,18,23,534,
20200401,117 ,1,1,00,0,161,5,13,15,6,12,212,
20200401,117 ,1,2,00,0,482,22,7,23,5,22,561,
20200401,118 ,0,1,00,0,222,18,49,29,8,1,327,
20200401,118 ,0,2,00,0,1019,41,74,48,192,53,1427,
20200401,118 ,1,1,00,0,235,25,51,39,9,23,382,
20200401,118 ,1,2,00,0,1088,51,62,53,162,55,1471,
20200401,119 ,0,1,00,0,1419,51,69,37,6,20,1602,
20200401,119 ,0,2,00,0,6796,212,128,67,111,383,7697,
20200401,119 ,1,1,00,0,1321,48,67,39,13,160,1648,
20200401,119 ,1,2,00,0,6410,193,121,81,116,376,7297,
20200401,120 ,0,1,00,0,172,6,28,22,10,3,241,
20200401,120 ,0,2,00,0,805,34,29,68,171,31,1138,
20200401,120 ,1,1,00,0,182,7,16,32,13,15,265,
20200401,120 ,1,2,00,0,804,29,40,65,151,32,1121,
20200401,121 ,0,1,00,0,163,15,11,18,2,0,209,
20200401,121 ,0,2,00,0,527,23,16,21,52,24,663,
20200401,121 ,1,1,00,0,166,17,7,22,5,8,225,
20200401,121 ,1,2,00,0,523,24,13,11,40,25,636,
20200401,122 ,0,1,00,0,588,20,79,106,14,3,810,
20200401,122 ,0,2,00,0,2137,111,101,137,175,97,2758,
20200401,122 ,1,1,00,0,539,21,63,53,15,52,743,
20200401,122 ,1,2,00,0,2073,100,84,104,145,99,2605,
20200401,123 ,0,1,00,0,1890,48,147,150,37,14,2286,
20200401,123 ,0,2,00,0,8687,294,239,293,303,377,10193,
20200401,123 ,1,1,00,0,1677,62,151,112,43,199,2244,
20200401,123 ,1,2,00,0,8421,272,232,259,318,376,9878,
20200401,124 ,0,1,00,0,140,8,22,22,13,5,210,
20200401,124 ,0,2,00,0,799,55,52,54,125,33,1118,
20200401,124 ,1,1,00,0,216,13,39,30,16,25,339,
20200401,124 ,1,2,00,0,867,52,56,71,120,31,1197,
20200401,125 ,0,1,00,0,1148,57,202,230,72,9,1718,
20200401,125 ,0,2,00,0,6137,302,265,346,602,295,7947,
20200401,125 ,1,1,00,0,1150,45,254,195,75,137,1856,
20200401,125 ,1,2,00,0,6399,295,279,311,685,302,8271,
20200401,126 ,0,1,00,0,1635,108,257,213,54,24,2291,
20200401,126 ,0,2,00,0,8336,637,370,331,655,365,10694,
20200401,126 ,1,1,00,0,1668,117,307,190,59,146,2487,
20200401,126 ,1,2,00,0,8706,635,343,339,624,392,11039,
20200401,127 ,0,1,00,0,4626,268,611,358,122,65,6050,
20200401,127 ,0,2,00,0,22841,1200,859,820,1594,951,28265,
20200401,127 ,1,1,00,0,3717,239,450,374,125,372,5277,
20200401,127 ,1,2,00,0,18412,1013,757,810,1387,765,23144,
20200401,128 ,0,1,00,0,371,33,211,165,45,4,829,
20200401,128 ,0,2,00,0,2808,241,205,319,534,135,4242,
20200401,128 ,1,1,00,0,453,36,206,138,59,39,931,
20200401,128 ,1,2,00,0,2693,220,230,314,520,126,4103,
20200401,129 ,0,1,00,0,4249,137,272,181,47,66,4952,
20200401,129 ,0,2,00,0,20844,752,415,311,653,869,23844,
20200401,129 ,1,1,00,0,4356,196,348,187,88,417,5592,
20200401,129 ,1,2,00,0,21158,905,512,415,915,860,24765,
20200401,130 ,0,1,00,0,512,17,110,110,18,5,772,
20200401,130 ,0,2,00,0,2531,138,157,140,364,104,3434,
20200401,130 ,1,1,00,0,563,19,158,76,34,63,913,
20200401,130 ,1,2,00,0,2616,142,163,184,333,113,3551,
20200401,131 ,0,1,00,0,2197,213,517,356,122,42,3447,
20200401,131 ,0,2,00,0,11582,1051,661,606,672,548,15120,
20200401,131 ,1,1,00,0,2168,249,498,353,106,224,3598,
20200401,131 ,1,2,00,0,11361,998,602,582,758,557,14858,
20200401,132 ,0,1,00,0,899,76,260,191,63,17,1506,
20200401,132 ,0,2,00,0,4620,317,340,312,555,198,6342,
20200401,132 ,1,1,00,0,824,68,217,180,78,79,1446,
20200401,132 ,1,2,00,0,4717,329,330,313,692,204,6585,
20200401,133 ,0,1,00,0,300,32,68,70,39,1,510,
20200401,133 ,0,2,00,0,1391,95,93,81,385,43,2088,
20200401,133 ,1,1,00,0,401,28,72,89,49,35,674,
20200401,133 ,1,2,00,0,1396,95,113,119,391,45,2159,
20200401,134 ,0,1,00,0,203,10,27,29,6,2,277,
20200401,134 ,0,2,00,0,885,44,45,46,144,37,1201,
20200401,134 ,1,1,00,0,239,12,43,25,14,18,351,
20200401,134 ,1,2,00,0,894,48,42,44,132,33,1193,
20200401,135 ,0,1,00,0,1458,111,150,241,149,65,2174,
20200401,135 ,0,2,00,0,7382,272,457,462,1093,240,9906,
20200401,135 ,1,1,00,0,1754,57,186,267,126,158,2548,
20200401,135 ,1,2,00,0,6844,292,445,480,982,210,9253,
20200401,136 ,0,1,00,0,365,22,113,99,20,4,623,
20200401,136 ,0,2,00,0,2011,168,103,193,342,81,2898,
20200401,136 ,1,1,00,0,414,23,160,96,46,38,777,
20200401,136 ,1,2,00,0,2184,189,113,197,442,85,3210,
20200401,137 ,0,1,00,0,583,54,134,101,65,57,994,
20200401,137 ,0,2,00,0,2874,221,291,168,356,135,4045,
20200401,137 ,1,1,00,0,664,57,128,99,67,90,1105,
20200401,137 ,1,2,00,0,2831,195,293,197,387,132,4035,
20200401,138 ,0,1,00,0,1692,235,473,596,238,2,3236,
20200401,138 ,0,2,00,0,10994,1209,630,958,1006,514,15311,
20200401,138 ,1,1,00,0,1534,287,534,576,206,164,3301,
20200401,138 ,1,2,00,0,10813,1075,626,902,1057,519,14992,
20200401,139 ,0,1,00,0,1127,67,153,133,74,21,1575,
20200401,139 ,0,2,00,0,5461,274,253,189,377,306,6860,
20200401,139 ,1,1,00,0,1188,66,153,136,70,134,1747,
20200401,139 ,1,2,00,0,5239,274,237,135,298,284,6467,
20200401,140 ,0,1,00,0,3569,180,234,278,149,171,4581,
20200401,140 ,0,2,00,0,23635,819,511,453,867,1251,27536,
20200401,140 ,1,1,00,0,3372,144,212,314,121,440,4603,
20200401,140 ,1,2,00,0,22564,762,540,506,968,1211,26551,
20200401,142 ,0,1,00,0,897,59,130,92,37,19,1234,
20200401,142 ,0,2,00,0,5372,187,169,138,542,331,6739,
20200401,142 ,1,1,00,0,931,62,156,91,33,122,1395,
20200401,142 ,1,2,00,0,5311,189,170,131,574,317,6692,
20200401,143 ,0,1,00,0,241,18,60,56,32,11,418,
20200401,143 ,0,2,00,0,1538,70,73,51,352,90,2174,
20200401,143 ,1,1,00,0,285,23,52,52,47,39,498,
20200401,143 ,1,2,00,0,1496,72,66,47,343,101,2125,
20200401,144 ,0,1,00,0,681,42,94,97,37,20,971,
20200401,144 ,0,2,00,0,3289,159,116,87,344,211,4206,
20200401,144 ,1,1,00,0,725,36,96,63,40,82,1042,
20200401,144 ,1,2,00,0,3265,163,114,80,361,244,4227,
20200401,145 ,0,1,00,0,1714,58,130,100,36,37,2075,
20200401,145 ,0,2,00,0,9350,245,365,157,434,498,11049,
20200401,145 ,1,1,00,0,1721,63,131,83,49,230,2277,
20200401,145 ,1,2,00,0,9254,262,402,159,376,479,10932,
20200401,146 ,0,1,00,0,1513,88,171,113,43,20,1948,
20200401,146 ,0,2,00,0,8059,302,191,181,432,518,9683,
20200401,146 ,1,1,00,0,1462,90,181,112,52,211,2108,
20200401,146 ,1,2,00,0,7509,268,145,156,372,523,8973,
20200401,147 ,0,1,00,0,1011,125,321,163,71,26,1717,
20200401,147 ,0,2,00,0,6746,432,318,422,563,423,8904,
20200401,147 ,1,1,00,0,1140,125,330,164,85,126,1970,
20200401,147 ,1,2,00,0,7659,455,327,437,558,497,9933,
20200401,148 ,0,1,00,0,1950,114,202,140,43,42,2491,
20200401,148 ,0,2,00,0,10684,373,271,263,342,746,12679,
20200401,148 ,1,1,00,0,1863,109,178,113,56,266,2585,
20200401,148 ,1,2,00,0,10704,349,296,253,320,730,12652,
20200401,149 ,0,1,00,0,2754,118,182,139,45,72,3310,
20200401,149 ,0,2,00,0,15251,542,379,188,327,1116,17803,
20200401,149 ,1,1,00,0,2182,92,153,145,37,345,2954,
20200401,149 ,1,2,00,0,13642,504,319,176,252,999,15892,
20200401,150 ,0,1,00,0,3729,87,137,145,42,88,4228,
20200401,150 ,0,2,00,0,21896,410,285,165,412,1366,24534,
20200401,150 ,1,1,00,0,3498,95,133,167,35,487,4415,
20200401,150 ,1,2,00,0,22277,482,327,226,756,1415,25483,
20200401,151 ,0,1,00,0,1520,46,91,158,56,19,1890,
20200401,151 ,0,2,00,0,9290,194,263,253,334,552,10886,
20200401,151 ,1,1,00,0,1736,59,114,157,38,237,2341,
20200401,151 ,1,2,00,0,9400,198,259,226,309,528,10920,
20200401,152 ,0,1,00,0,2665,76,128,158,28,27,3082,
20200401,152 ,0,2,00,0,12319,311,371,267,276,571,14115,
20200401,152 ,1,1,00,0,2872,90,124,138,22,290,3536,
20200401,152 ,1,2,00,0,13372,353,381,302,283,641,15332,
20200401,153 ,0,1,00,0,2426,94,167,193,26,22,2928,
20200401,153 ,0,2,00,0,11653,340,271,304,339,715,13622,
20200401,153 ,1,1,00,0,2418,102,165,149,35,312,3181,
20200401,153 ,1,2,00,0,10778,343,266,259,294,653,12593,
20200401,154 ,0,1,00,0,1372,89,115,112,16,17,1721,
20200401,154 ,0,2,00,0,5820,230,145,100,211,337,6843,
20200401,154 ,1,1,00,0,1375,86,131,120,26,137,1875,
20200401,154 ,1,2,00,0,5706,221,120,76,212,303,6638,
20200401,155 ,0,1,00,0,582,42,165,120,43,2,954,
20200401,155 ,0,2,00,0,2771,201,233,244,321,97,3867,
20200401,155 ,1,1,00,0,670,47,178,120,36,46,1097,
20200401,155 ,1,2,00,0,2833,184,225,246,279,113,3880,
20200401,156 ,0,1,00,0,730,99,216,212,73,3,1333,
20200401,156 ,0,2,00,0,3263,304,368,448,723,82,5188,
20200401,156 ,1,1,00,0,683,60,238,181,91,42,1295,
20200401,156 ,1,2,00,0,3069,292,300,431,695,87,4874,
20200401,157 ,0,1,00,0,275,25,60,64,32,7,463,
20200401,157 ,0,2,00,0,1092,76,76,106,172,21,1543,
20200401,157 ,1,1,00,0,325,30,73,54,24,29,535,
20200401,157 ,1,2,00,0,1163,92,72,113,179,30,1649,
20200401,158 ,0,1,00,0,1006,41,113,122,53,8,1343,
20200401,158 ,0,2,00,0,3983,184,370,345,532,126,5540,
20200401,158 ,1,1,00,0,1150,36,128,154,60,81,1609,
20200401,158 ,1,2,00,0,4357,206,430,368,652,135,6148,
20200401,159 ,0,1,00,0,888,38,88,64,37,4,1119,
20200401,159 ,0,2,00,0,3857,188,191,184,182,103,4705,
20200401,159 ,1,1,00,0,729,38,86,60,17,43,973,
20200401,159 ,1,2,00,0,3361,170,134,182,164,95,4106,
20200401,160 ,0,1,00,0,313,28,57,99,19,3,519,
20200401,160 ,0,2,00,0,1615,108,98,190,121,54,2186,
20200401,160 ,1,1,00,0,317,32,82,87,18,23,559,
20200401,160 ,1,2,00,0,1510,109,121,176,144,35,2095,
20200401,161 ,0,1,00,0,78,3,7,4,4,1,97,
20200401,161 ,0,2,00,0,374,15,6,10,28,4,437,
20200401,161 ,1,1,00,0,109,1,8,9,14,8,149,
20200401,161 ,1,2,00,0,346,16,10,16,42,6,436,
20200401,162 ,0,1,00,0,175,10,52,33,11,2,283,
20200401,162 ,0,2,00,0,994,67,117,103,138,25,1444,
20200401,162 ,1,1,00,0,246,15,69,33,28,23,414,
20200401,162 ,1,2,00,0,1071,76,96,125,141,31,1540,
20200401,163 ,0,1,00,0,641,40,83,70,35,9,878,
20200401,163 ,0,2,00,0,2548,123,145,183,245,66,3310,
20200401,163 ,1,1,00,0,580,36,92,68,39,42,857,
20200401,163 ,1,2,00,0,2478,130,145,171,229,69,3222,
20200401,164 ,0,1,00,0,359,13,24,18,6,1,421,
20200401,164 ,0,2,00,0,1471,39,42,37,60,50,1699,
20200401,164 ,1,1,00,0,415,16,22,17,5,29,504,
20200401,164 ,1,2,00,0,1413,40,45,41,51,52,1642,
20200401,165 ,0,1,00,0,124,10,16,13,5,0,168,
20200401,165 ,0,2,00,0,662,19,16,26,14,21,758,
20200401,165 ,1,1,00,0,143,12,8,7,7,5,182,
20200401,165 ,1,2,00,0,719,18,15,25,13,21,811,
20200401,166 ,0,1,00,0,361,37,89,117,30,4,638,
20200401,166 ,0,2,00,0,2222,196,185,209,372,72,3256,
20200401,166 ,1,1,00,0,363,35,75,72,21,31,597,
20200401,166 ,1,2,00,0,2401,169,163,166,311,79,3289,
20200401,167 ,0,1,00,0,1813,87,303,346,141,22,2712,
20200401,167 ,0,2,00,0,11748,560,738,808,750,327,14931,
20200401,167 ,1,1,00,0,2287,88,297,457,109,153,3391,
20200401,167 ,1,2,00,0,11465,614,778,957,968,306,15088,
20200401,168 ,0,1,00,0,89,10,10,9,7,2,127,
20200401,168 ,0,2,00,0,505,11,8,10,19,10,563,
20200401,168 ,1,1,00,0,123,10,8,5,12,14,172,
20200401,168 ,1,2,00,0,482,20,7,10,24,12,555,
20200401,169 ,0,1,00,0,261,19,37,16,8,2,343,
20200401,169 ,0,2,00,0,1171,37,28,30,49,32,1347,
20200401,169 ,1,1,00,0,303,22,38,29,10,26,428,
20200401,169 ,1,2,00,0,1122,37,34,47,61,33,1334,
20200401,170 ,0,1,00,0,164,5,13,34,8,2,226,
20200401,170 ,0,2,00,0,547,24,45,74,78,16,784,
20200401,170 ,1,1,00,0,169,6,20,35,6,11,247,
20200401,170 ,1,2,00,0,581,25,43,59,79,22,809,
20200401,171 ,0,1,00,0,879,23,55,17,4,12,990,
20200401,171 ,0,2,00,0,7443,163,186,115,87,359,8353,
20200401,171 ,1,1,00,0,920,30,65,23,5,115,1158,
20200401,171 ,1,2,00,0,7897,202,178,146,112,377,8912,
20200401,172 ,0,1,00,0,1720,166,263,200,48,44,2441,
20200401,172 ,0,2,00,0,12812,899,417,437,400,889,15854,
20200401,172 ,1,1,00,0,1647,127,288,181,40,224,2507,
20200401,172 ,1,2,00,0,12333,820,405,387,339,853,15137,
20200401,173 ,0,1,00,0,1735,191,563,514,85,30,3118,
20200401,173 ,0,2,00,0,14369,1712,696,1082,1170,746,19775,
20200401,173 ,1,1,00,0,1622,197,524,448,82,146,3019,
20200401,173 ,1,2,00,0,12278,1499,696,929,939,617,16958,
20200401,174 ,0,1,00,0,2065,69,181,104,12,32,2463,
20200401,174 ,0,2,00,0,8788,320,247,121,225,491,10192,
20200401,174 ,1,1,00,0,1883,58,122,85,23,261,2432,
20200401,174 ,1,2,00,0,8292,304,235,156,285,460,9732,
20200401,175 ,0,1,00,0,539,90,235,295,42,13,1214,
20200401,175 ,0,2,00,0,4199,793,376,659,576,256,6859,
20200401,175 ,1,1,00,0,854,165,315,264,53,109,1760,
20200401,175 ,1,2,00,0,5125,812,436,698,613,316,8000,
20200401,176 ,0,1,00,0,1046,53,170,274,50,18,1611,
20200401,176 ,0,2,00,0,8071,549,719,688,878,427,11332,
20200401,176 ,1,1,00,0,1049,60,169,236,69,131,1714,
20200401,176 ,1,2,00,0,7544,474,686,660,781,390,10535,
20200401,177 ,0,1,00,0,538,33,132,143,32,4,882,
20200401,177 ,0,2,00,0,3833,166,466,385,453,158,5461,
20200401,177 ,1,1,00,0,595,32,155,151,51,57,1041,
20200401,177 ,1,2,00,0,3884,173,431,374,446,169,5477,
20200401,178 ,0,1,00,0,541,52,129,114,32,5,873,
20200401,178 ,0,2,00,0,2833,299,302,204,385,141,4164,
20200401,178 ,1,1,00,0,558,54,163,99,30,64,968,
20200401,178 ,1,2,00,0,2849,303,304,186,379,130,4151,
20200401,179 ,0,1,00,0,884,25,90,89,22,1,1111,
20200401,179 ,0,2,00,0,3858,166,162,133,257,247,4823,
20200401,179 ,1,1,00,0,781,40,81,74,17,106,1099,
20200401,179 ,1,2,00,0,3898,161,176,117,221,256,4829,
20200401,180 ,0,1,00,0,737,54,145,121,17,30,1104,
20200401,180 ,0,2,00,0,3746,269,197,222,255,195,4884,
20200401,180 ,1,1,00,0,834,48,157,92,25,96,1252,
20200401,180 ,1,2,00,0,3643,254,201,221,312,202,4833,
20200401,181 ,0,1,00,0,376,33,76,59,16,5,565,
20200401,181 ,0,2,00,0,2338,121,120,112,126,97,2914,
20200401,181 ,1,1,00,0,488,26,78,58,21,44,715,
20200401,181 ,1,2,00,0,2282,122,111,106,128,87,2836,
20200401,182 ,0,1,00,0,222,15,30,26,10,2,305,
20200401,182 ,0,2,00,0,1189,61,30,29,30,46,1385,
20200401,182 ,1,1,00,0,252,19,27,21,10,28,357,
20200401,182 ,1,2,00,0,1131,45,26,30,39,45,1316,
20200401,183 ,0,1,00,0,64,3,8,5,5,1,86,
20200401,183 ,0,2,00,0,522,12,25,5,32,12,608,
20200401,183 ,1,1,00,0,77,2,0,11,2,11,103,
20200401,183 ,1,2,00,0,521,13,31,4,26,11,606,
20200401,184 ,0,1,00,0,253,11,25,12,1,1,303,
20200401,184 ,0,2,00,0,1722,62,98,17,51,83,2033,
20200401,184 ,1,1,00,0,294,14,20,12,3,37,380,
20200401,184 ,1,2,00,0,1659,56,95,28,61,81,1980,
20200401,185 ,0,1,00,0,202,12,37,29,9,2,291,
20200401,185 ,0,2,00,0,1109,36,71,32,137,49,1434,
20200401,185 ,1,1,00,0,717,32,56,50,58,38,951,
20200401,185 ,1,2,00,0,556,28,42,20,68,33,747,
20200401,186 ,0,1,00,0,70,6,14,12,2,1,105,
20200401,186 ,0,2,00,0,355,12,6,19,19,10,421,
20200401,186 ,1,1,00,0,59,5,14,9,4,7,98,
20200401,186 ,1,2,00,0,319,13,6,11,40,11,400,
20200401,187 ,0,1,00,0,210,13,17,32,1,2,275,
20200401,187 ,0,2,00,0,1111,55,65,28,75,53,1387,
20200401,187 ,1,1,00,0,295,17,20,23,3,18,376,
20200401,187 ,1,2,00,0,1118,59,64,34,93,53,1421,
20200401,188 ,0,1,00,0,308,20,126,102,20,4,580,
