집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20200410,195 ,0,2,00,0,4173,553,456,600,670,165,6617,
20200410,195 ,1,1,00,0,617,58,333,226,64,59,1357,
20200410,195 ,1,2,00,0,3410,461,415,504,592,160,5542,
20200410,196 ,0,1,00,0,801,44,187,154,60,13,1259,
20200410,196 ,0,2,00,0,4976,327,278,381,471,221,6654,
20200410,196 ,1,1,00,0,837,59,174,177,73,102,1422,
20200410,196 ,1,2,00,0,4618,293,273,311,491,210,6196,
20200410,197 ,0,1,00,0,1005,66,245,166,47,10,1539,
20200410,197 ,0,2,00,0,4885,290,265,347,506,186,6479,
20200410,197 ,1,1,00,0,953,67,202,154,49,95,1520,
20200410,197 ,1,2,00,0,4741,297,275,358,472,183,6326,
20200410,198 ,0,1,00,0,1868,58,150,190,39,29,2334,
20200410,198 ,0,2,00,0,10401,395,424,412,358,453,12443,
20200410,198 ,1,1,00,0,1889,58,198,146,54,191,2536,
20200410,198 ,1,2,00,0,8793,427,419,387,401,427,10854,
20200410,199 ,0,1,00,0,1411,38,205,163,29,10,1856,
20200410,199 ,0,2,00,0,6787,222,274,289,390,272,8234,
20200410,199 ,1,1,00,0,1201,41,175,154,37,112,1720,
20200410,199 ,1,2,00,0,5950,252,256,245,388,245,7336,
20200410,200 ,0,1,00,0,384,19,21,19,18,6,467,
20200410,200 ,0,2,00,0,1969,51,86,44,174,83,2407,
20200410,200 ,1,1,00,0,476,13,27,46,16,40,618,
20200410,200 ,1,2,00,0,2097,45,83,43,155,86,2509,
20200410,201 ,0,1,00,0,1540,55,111,57,16,23,1802,
20200410,201 ,0,2,00,0,9331,303,159,135,256,455,10639,
20200410,201 ,1,1,00,0,1833,46,95,48,23,180,2225,
20200410,201 ,1,2,00,0,9232,284,201,148,301,427,10593,
20200410,202 ,0,1,00,0,279,27,36,45,24,0,411,
20200410,202 ,0,2,00,0,1802,87,50,63,363,64,2429,
20200410,202 ,1,1,00,0,364,23,59,32,26,25,529,
20200410,202 ,1,2,00,0,1863,90,53,67,395,49,2517,
20200410,203 ,0,1,00,0,1323,84,210,125,59,26,1827,
20200410,203 ,0,2,00,0,8069,297,183,175,953,280,9957,
20200410,203 ,1,1,00,0,1318,64,176,121,63,129,1871,
20200410,203 ,1,2,00,0,6805,297,174,194,873,255,8598,
20200410,204 ,0,1,00,0,562,28,50,41,11,7,699,
20200410,204 ,0,2,00,0,2171,96,49,63,114,133,2626,
20200410,204 ,1,1,00,0,668,38,94,49,11,64,924,
20200410,204 ,1,2,00,0,2678,122,72,77,127,138,3214,
20200410,205 ,0,1,00,0,448,15,29,31,13,4,540,
20200410,205 ,0,2,00,0,2378,68,50,48,270,91,2905,
20200410,205 ,1,1,00,0,547,19,43,36,30,46,721,
20200410,205 ,1,2,00,0,2406,70,49,40,189,93,2847,
20200410,206 ,0,1,00,0,485,28,22,26,8,8,577,
20200410,206 ,0,2,00,0,2498,47,37,28,105,67,2782,
20200410,206 ,1,1,00,0,691,28,52,16,15,52,854,
20200410,206 ,1,2,00,0,2425,49,42,30,126,68,2740,
20200410,207 ,0,1,00,0,863,44,47,34,32,12,1032,
20200410,207 ,0,2,00,0,3538,109,83,75,159,112,4076,
20200410,207 ,1,1,00,0,997,42,71,41,38,93,1282,
20200410,207 ,1,2,00,0,3184,107,94,69,165,113,3732,
20200410,208 ,0,1,00,0,732,43,63,51,23,10,922,
20200410,208 ,0,2,00,0,3336,80,115,76,297,87,3991,
20200410,208 ,1,1,00,0,731,30,69,50,30,55,965,
20200410,208 ,1,2,00,0,2756,86,115,80,281,78,3396,
20200410,209 ,0,1,00,0,62,12,4,3,1,0,82,
20200410,209 ,0,2,00,0,302,6,0,8,17,9,342,
20200410,209 ,1,1,00,0,78,10,5,4,3,5,105,
20200410,209 ,1,2,00,0,346,6,1,4,19,13,389,
20200410,210 ,0,1,00,0,515,29,67,54,35,1,701,
20200410,210 ,0,2,00,0,2311,72,66,63,373,84,2969,
20200410,210 ,1,1,00,0,521,28,68,66,38,45,766,
20200410,210 ,1,2,00,0,1875,55,58,77,356,57,2478,
20200410,211 ,0,1,00,0,663,26,52,38,15,9,803,
20200410,211 ,0,2,00,0,2654,59,66,81,246,89,3195,
20200410,211 ,1,1,00,0,695,27,60,34,13,70,899,
20200410,211 ,1,2,00,0,2733,61,71,70,287,78,3300,
20200410,212 ,0,1,00,0,2417,86,182,131,42,44,2902,
20200410,212 ,0,2,00,0,22762,657,551,369,714,1305,26358,
20200410,212 ,1,1,00,0,1967,83,125,157,36,237,2605,
20200410,212 ,1,2,00,0,17977,500,552,344,706,1081,21160,
20200410,213 ,0,1,00,0,706,26,54,172,90,10,1058,
20200410,213 ,0,2,00,0,6434,137,100,79,1242,431,8423,
20200410,213 ,1,1,00,0,601,21,67,143,63,83,978,
20200410,213 ,1,2,00,0,5800,150,98,66,1171,444,7729,
20200410,214 ,0,1,00,0,485,60,134,240,61,10,990,
20200410,214 ,0,2,00,0,5111,302,187,528,407,321,6856,
20200410,214 ,1,1,00,0,561,57,162,291,33,86,1190,
20200410,214 ,1,2,00,0,5024,295,217,534,386,316,6772,
20200410,215 ,0,1,00,0,1263,59,145,70,26,23,1586,
20200410,215 ,0,2,00,0,10023,378,252,148,228,590,11619,
20200410,215 ,1,1,00,0,1257,67,164,81,46,197,1812,
20200410,215 ,1,2,00,0,10021,443,239,168,309,603,11783,
20200410,216 ,0,1,00,0,519,20,52,41,17,6,655,
20200410,216 ,0,2,00,0,2392,84,77,86,141,145,2925,
20200410,216 ,1,1,00,0,538,24,68,44,24,60,758,
20200410,216 ,1,2,00,0,2655,108,76,100,156,122,3217,
20200410,217 ,0,1,00,0,207,26,17,16,5,1,272,
20200410,217 ,0,2,00,0,991,76,30,41,58,47,1243,
20200410,217 ,1,1,00,0,263,28,23,36,2,41,393,
20200410,217 ,1,2,00,0,1088,71,32,33,58,58,1340,
20200410,218 ,0,1,00,0,1964,49,73,59,18,3,2166,
20200410,218 ,0,2,00,0,9260,192,214,113,231,443,10453,
20200410,218 ,1,1,00,0,1925,64,83,57,18,239,2386,
20200410,218 ,1,2,00,0,9232,236,232,125,243,450,10518,
20200410,219 ,0,1,00,0,304,16,6,13,3,9,351,
20200410,219 ,0,2,00,0,1566,38,29,19,224,62,1938,
20200410,219 ,1,1,00,0,431,12,8,70,7,45,573,
20200410,219 ,1,2,00,0,2261,35,14,13,156,62,2541,
20200410,220 ,0,2,00,0,234,8,2,0,3,20,267,
20200410,220 ,1,2,00,0,234,8,2,0,3,20,267,
20200410,221 ,0,1,00,0,131,5,28,65,4,2,235,
20200410,221 ,0,2,00,0,628,24,35,20,132,28,867,
20200410,221 ,1,1,00,0,167,5,35,30,7,14,258,
20200410,221 ,1,2,00,0,665,24,28,21,175,34,947,
20200410,222 ,0,1,00,0,160,13,21,12,7,3,216,
20200410,222 ,0,2,00,0,717,20,31,36,49,27,880,
20200410,222 ,1,1,00,0,214,13,21,17,6,24,295,
20200410,222 ,1,2,00,0,812,28,31,35,39,20,965,
20200410,223 ,0,1,00,0,238,4,36,42,40,1,361,
20200410,223 ,0,2,00,0,1037,33,25,65,122,47,1329,
20200410,223 ,1,1,00,0,313,13,35,65,9,26,461,
20200410,223 ,1,2,00,0,1222,31,23,32,102,57,1467,
20200410,224 ,0,1,00,0,307,14,26,35,6,3,391,
20200410,224 ,0,2,00,0,1529,59,65,30,73,72,1828,
20200410,224 ,1,1,00,0,338,12,21,36,7,41,455,
20200410,224 ,1,2,00,0,1552,57,66,29,88,69,1861,
20200410,225 ,0,1,00,0,880,20,66,61,20,11,1058,
20200410,225 ,0,2,00,0,3867,120,64,71,377,185,4684,
20200410,225 ,1,1,00,0,931,32,59,42,22,126,1212,
20200410,225 ,1,2,00,0,4132,128,85,86,417,182,5030,
20200410,226 ,1,2,00,0,508,13,4,20,8,14,567,
20200410,227 ,0,1,00,0,799,21,43,51,33,5,952,
20200410,227 ,0,2,00,0,2939,69,127,130,321,89,3675,
20200410,227 ,1,1,00,0,871,20,73,51,41,57,1113,
20200410,227 ,1,2,00,0,3315,76,171,92,268,105,4027,
20200410,228 ,0,1,00,0,797,22,95,81,45,4,1044,
20200410,228 ,0,2,00,0,3183,129,143,140,461,76,4132,
20200410,228 ,1,1,00,0,830,28,102,98,52,56,1166,
20200410,228 ,1,2,00,0,3235,125,156,134,445,69,4164,
20200410,229 ,0,1,00,0,1552,68,423,364,104,31,2542,
20200410,229 ,0,2,00,0,9603,504,471,774,791,466,12609,
20200410,229 ,1,1,00,0,1120,61,384,347,90,158,2160,
20200410,229 ,1,2,00,0,8263,489,422,686,757,414,11031,
20200410,230 ,0,1,00,0,1940,87,138,79,25,33,2302,
20200410,230 ,0,2,00,0,9476,351,177,101,211,407,10723,
20200410,230 ,1,1,00,0,1886,99,104,60,17,196,2362,
20200410,230 ,1,2,00,0,9209,338,160,102,263,393,10465,
20200410,231 ,0,1,00,0,1831,131,125,106,29,43,2265,
20200410,231 ,0,2,00,0,9973,392,241,182,388,580,11756,
20200410,231 ,1,1,00,0,1671,104,145,92,30,190,2232,
20200410,231 ,1,2,00,0,9605,385,225,131,398,580,11324,
20200410,232 ,0,1,00,0,549,42,94,51,13,6,755,
20200410,232 ,0,2,00,0,3339,206,261,122,101,180,4209,
20200410,232 ,1,1,00,0,619,45,101,46,16,71,898,
20200410,232 ,1,2,00,0,3363,206,250,117,91,174,4201,
20200410,233 ,0,1,00,0,1560,84,343,208,67,26,2288,
20200410,233 ,0,2,00,0,7970,485,417,436,780,365,10453,
20200410,233 ,1,1,00,0,1338,89,282,171,78,157,2115,
20200410,233 ,1,2,00,0,6900,439,396,386,768,293,9182,
20200410,234 ,0,1,00,0,496,19,59,83,47,2,706,
20200410,234 ,0,2,00,0,2519,61,55,103,465,69,3272,
20200410,234 ,1,1,00,0,600,21,50,77,55,40,843,
20200410,234 ,1,2,00,0,2424,58,63,84,472,65,3166,
20200410,235 ,0,1,00,0,342,21,39,37,15,7,461,
20200410,235 ,0,2,00,0,1709,58,55,58,128,77,2085,
20200410,235 ,1,1,00,0,427,23,52,33,15,38,588,
20200410,235 ,1,2,00,0,1750,62,62,53,191,80,2198,
20200410,236 ,0,1,00,0,358,18,88,103,29,8,604,
20200410,236 ,0,2,00,0,1851,110,89,118,271,54,2493,
20200410,236 ,1,1,00,0,409,26,104,92,30,44,705,
20200410,236 ,1,2,00,0,1800,104,89,113,289,61,2456,
20200410,237 ,0,1,00,0,374,19,64,74,30,8,569,
20200410,237 ,0,2,00,0,1709,104,153,148,398,116,2628,
20200410,237 ,1,1,00,0,444,18,66,99,42,56,725,
20200410,237 ,1,2,00,0,1715,103,137,203,419,118,2695,
20200410,238 ,0,1,00,0,555,62,202,158,92,8,1077,
20200410,238 ,0,2,00,0,2893,253,221,337,971,161,4836,
20200410,238 ,1,1,00,0,587,62,233,163,81,47,1173,
20200410,238 ,1,2,00,0,3066,268,242,292,876,174,4918,
20200410,239 ,0,1,00,0,1353,57,155,167,56,19,1807,
20200410,239 ,0,2,00,0,6582,222,327,335,539,265,8270,
20200410,239 ,1,1,00,0,1505,64,197,241,72,145,2224,
20200410,239 ,1,2,00,0,7419,301,353,457,660,318,9508,
20200410,240 ,0,1,00,0,1296,34,96,68,26,20,1540,
20200410,240 ,0,2,00,0,6458,167,175,121,539,196,7656,
20200410,240 ,1,1,00,0,1327,43,92,173,30,135,1800,
20200410,240 ,1,2,00,0,6134,200,175,141,470,196,7316,
20200410,241 ,0,1,00,0,728,65,128,128,31,13,1093,
20200410,241 ,0,2,00,0,4331,245,179,237,565,178,5735,
20200410,241 ,1,1,00,0,735,54,151,83,43,72,1138,
20200410,241 ,1,2,00,0,4206,245,170,220,558,165,5564,
20200410,242 ,0,1,00,0,548,24,77,55,24,12,740,
20200410,242 ,0,2,00,0,2909,120,96,103,394,103,3725,
20200410,242 ,1,1,00,0,675,28,91,69,28,49,940,
20200410,242 ,1,2,00,0,3065,114,88,107,361,116,3851,
20200410,243 ,0,1,00,0,274,11,14,3,6,7,315,
20200410,243 ,0,2,00,0,1432,26,9,11,12,67,1557,
20200410,243 ,1,1,00,0,315,5,13,5,2,28,368,
20200410,243 ,1,2,00,0,1455,24,11,7,12,69,1578,
20200410,244 ,0,1,00,0,4076,149,286,385,177,25,5098,
20200410,244 ,0,2,00,0,19714,491,690,402,1693,1119,24109,
20200410,244 ,1,1,00,0,3882,154,283,372,183,436,5310,
20200410,244 ,1,2,00,0,19107,488,753,451,1598,1091,23488,
20200410,245 ,0,1,00,0,3842,144,239,153,72,100,4550,
20200410,245 ,0,2,00,0,21604,500,629,340,646,1415,25134,
20200410,245 ,1,1,00,0,3712,149,261,147,110,499,4878,
20200410,245 ,1,2,00,0,21043,530,594,376,526,1392,24461,
20200410,246 ,0,1,00,0,129,17,66,68,39,2,321,
20200410,246 ,0,2,00,0,556,56,68,89,225,20,1014,
20200410,247 ,0,1,00,0,473,23,41,29,15,4,585,
20200410,247 ,0,2,00,0,2298,77,86,47,223,94,2825,
20200410,247 ,1,1,00,0,514,25,44,35,13,47,678,
20200410,247 ,1,2,00,0,2270,81,86,42,242,83,2804,
20200410,248 ,0,1,00,0,397,26,33,32,37,9,534,
20200410,248 ,0,2,00,0,2098,56,55,32,213,68,2522,
20200410,248 ,1,1,00,0,398,16,24,27,13,53,531,
20200410,248 ,1,2,00,0,2046,44,44,38,210,70,2452,
20200410,249 ,0,1,00,0,463,13,28,35,5,2,546,
20200410,249 ,0,2,00,0,2347,57,135,45,180,65,2829,
20200410,249 ,1,1,00,0,535,7,43,29,18,39,671,
20200410,249 ,1,2,00,0,2035,68,127,49,174,53,2506,
20200410,250 ,0,1,00,0,2717,133,216,107,43,67,3283,
20200410,250 ,0,2,00,0,19028,515,524,214,440,1387,22108,
20200410,250 ,1,1,00,0,2934,137,238,138,64,463,3974,
20200410,250 ,1,2,00,0,19592,604,533,268,460,1436,22893,
20200410,251 ,0,1,00,0,1480,180,194,270,132,85,2341,
20200410,251 ,0,2,00,0,9467,817,223,497,1159,646,12809,
20200410,251 ,1,1,00,0,1692,121,285,277,109,225,2709,
20200410,251 ,1,2,00,0,9857,780,249,529,1266,757,13438,
20200410,252 ,0,1,00,0,6421,345,829,748,467,35,8845,
20200410,252 ,0,2,00,0,34602,1541,755,927,4525,1778,44128,
20200410,252 ,1,1,00,0,5788,431,805,620,475,604,8723,
20200410,252 ,1,2,00,0,32350,1589,737,916,4657,1727,41976,
20200410,253 ,0,1,00,0,10857,350,1077,827,356,212,13679,
20200410,253 ,0,2,00,0,77440,2548,1535,1752,2522,4087,89884,
20200410,253 ,1,1,00,0,9823,356,913,861,283,1185,13421,
20200410,253 ,1,2,00,0,75091,2834,1637,2191,3402,4109,89264,
20200410,254 ,0,1,00,0,4800,245,747,791,347,99,7029,
20200410,254 ,0,2,00,0,34022,1701,963,1167,3063,2245,43161,
20200410,254 ,1,1,00,0,4665,223,594,620,291,613,7006,
20200410,254 ,1,2,00,0,32210,1399,768,923,2451,2046,39797,
20200410,255 ,0,1,00,0,3508,168,479,311,92,95,4653,
20200410,255 ,0,2,00,0,30542,1432,757,734,1119,1958,36542,
20200410,255 ,1,1,00,0,2937,166,501,318,112,421,4455,
20200410,255 ,1,2,00,0,27995,1247,692,703,994,1775,33406,
20200410,256 ,0,1,00,0,1563,72,69,29,12,23,1768,
20200410,256 ,0,2,00,0,12454,352,183,89,208,910,14196,
20200410,256 ,1,1,00,0,2011,95,89,32,20,270,2517,
20200410,256 ,1,2,00,0,15053,443,215,101,163,1113,17088,
20200410,257 ,0,1,00,0,637,22,47,45,8,8,767,
20200410,257 ,0,2,00,0,2695,63,62,69,135,99,3123,
20200410,257 ,1,1,00,0,800,34,60,42,10,61,1007,
20200410,257 ,1,2,00,0,3626,76,60,71,143,114,4090,
20200410,258 ,0,1,00,0,392,25,75,29,17,6,544,
20200410,258 ,0,2,00,0,1981,82,111,79,369,61,2683,
20200410,258 ,1,1,00,0,433,23,67,57,18,32,630,
20200410,258 ,1,2,00,0,2107,74,112,82,329,57,2761,
20200410,259 ,0,1,00,0,637,15,37,22,12,8,731,
20200410,259 ,0,2,00,0,2631,85,111,66,108,87,3088,
20200410,259 ,1,1,00,0,706,15,40,22,14,64,861,
20200410,259 ,1,2,00,0,2906,87,96,59,107,87,3342,
20200410,260 ,0,1,00,0,157,7,17,6,4,2,193,
20200410,260 ,0,2,00,0,784,19,9,10,36,22,880,
20200410,260 ,1,1,00,0,170,8,18,16,2,18,232,
20200410,260 ,1,2,00,0,905,21,8,13,30,22,999,
20200410,261 ,0,1,00,0,2973,91,204,163,47,26,3504,
20200410,261 ,0,2,00,0,15175,437,662,318,1148,462,18202,
20200410,261 ,1,1,00,0,3203,104,164,175,72,281,3999,
20200410,261 ,1,2,00,0,16443,430,667,350,1154,498,19542,
20200410,262 ,0,1,00,0,294,21,27,25,6,3,376,
20200410,262 ,0,2,00,0,1755,97,28,53,175,64,2172,
20200410,262 ,1,1,00,0,362,27,25,21,14,18,467,
20200410,262 ,1,2,00,0,1613,98,28,52,167,59,2017,
20200410,263 ,0,1,00,0,383,23,39,21,20,12,498,
20200410,263 ,0,2,00,0,3262,61,132,32,321,115,3923,
20200410,263 ,1,1,00,0,507,19,34,26,22,49,657,
20200410,263 ,1,2,00,0,3272,62,135,40,336,114,3959,
20200410,264 ,0,1,00,0,92,10,14,8,4,0,128,
20200410,264 ,0,2,00,0,465,15,36,13,32,12,573,
20200410,264 ,1,1,00,0,101,6,12,11,4,9,143,
20200410,264 ,1,2,00,0,483,19,28,15,34,14,593,
20200410,265 ,0,1,00,0,338,16,19,22,2,3,400,
20200410,265 ,0,2,00,0,2226,48,45,33,163,77,2592,
20200410,265 ,1,1,00,0,382,21,18,15,10,31,477,
20200410,265 ,1,2,00,0,2191,48,47,31,140,82,2539,
20200410,266 ,0,1,00,0,128,11,11,3,1,0,154,
20200410,266 ,0,2,00,0,650,22,17,17,35,28,769,
20200410,266 ,1,1,00,0,152,11,7,7,5,12,194,
20200410,266 ,1,2,00,0,697,16,22,15,59,21,830,
20200410,267 ,0,1,00,0,356,34,8,31,6,6,441,
20200410,267 ,0,2,00,0,1876,35,28,33,126,63,2161,
20200410,267 ,1,1,00,0,407,18,18,25,3,24,495,
20200410,267 ,1,2,00,0,1902,49,22,34,68,56,2131,
20200410,268 ,0,1,00,0,97,3,7,11,2,1,121,
20200410,268 ,0,2,00,0,793,13,10,8,31,27,882,
20200410,268 ,1,1,00,0,144,3,11,9,0,11,178,
20200410,268 ,1,2,00,0,836,14,6,9,23,38,926,
20200410,269 ,0,1,00,0,252,20,19,22,3,2,318,
20200410,269 ,0,2,00,0,1063,32,21,24,28,46,1214,
20200410,269 ,1,1,00,0,285,13,16,27,3,14,358,
20200410,269 ,1,2,00,0,1116,27,21,38,27,38,1267,
20200410,270 ,0,1,00,0,463,31,16,23,5,5,543,
20200410,270 ,0,2,00,0,2068,61,86,24,106,63,2408,
20200410,270 ,1,1,00,0,440,28,15,20,0,49,552,
20200410,270 ,1,2,00,0,1904,99,102,22,57,58,2242,
20200410,271 ,0,1,00,0,1663,44,77,72,30,6,1892,
20200410,271 ,0,2,00,0,8156,236,137,127,679,230,9565,
20200410,271 ,1,1,00,0,1553,55,63,92,40,130,1933,
20200410,271 ,1,2,00,0,7353,215,151,119,652,210,8700,
20200410,272 ,0,1,00,0,948,29,99,111,56,8,1251,
20200410,272 ,0,2,00,0,3702,121,150,152,887,111,5123,
20200410,272 ,1,1,00,0,993,37,114,182,83,66,1475,
20200410,272 ,1,2,00,0,3884,127,176,159,1288,103,5737,
20200410,273 ,0,1,00,0,449,12,22,35,51,4,573,
20200410,273 ,0,2,00,0,2425,51,23,42,528,79,3148,
20200410,273 ,1,1,00,0,316,11,26,126,64,34,577,
20200410,273 ,1,2,00,0,1738,34,23,30,602,67,2494,
20200410,274 ,0,1,00,0,169,8,30,7,1,2,217,
20200410,274 ,0,2,00,0,802,44,44,37,20,30,977,
20200410,274 ,1,1,00,0,204,8,18,15,2,13,260,
20200410,274 ,1,2,00,0,843,40,43,44,41,32,1043,
20200410,275 ,0,1,00,0,601,33,65,66,134,8,907,
20200410,275 ,0,2,00,0,2381,66,85,101,1132,95,3860,
20200410,275 ,1,1,00,0,493,26,58,155,70,29,831,
20200410,275 ,1,2,00,0,1847,58,74,111,823,56,2969,
20200410,276 ,0,1,00,0,154,9,15,29,60,2,269,
20200410,276 ,0,2,00,0,1099,22,16,37,899,31,2104,
20200410,276 ,1,1,00,0,209,11,21,159,34,18,452,
20200410,276 ,1,2,00,0,1127,31,22,26,735,38,1979,
20200410,277 ,0,1,00,0,695,15,52,51,58,10,881,
20200410,277 ,0,2,00,0,2792,54,68,37,806,92,3849,
20200410,277 ,1,1,00,0,660,29,42,134,41,61,967,
20200410,277 ,1,2,00,0,2763,54,62,23,679,94,3675,
20200410,278 ,0,1,00,0,540,12,32,13,2,14,613,
20200410,278 ,0,2,00,0,2214,48,119,19,108,105,2613,
20200410,278 ,1,1,00,0,625,18,31,17,16,73,780,
20200410,278 ,1,2,00,0,2440,50,128,26,103,111,2858,
20200410,279 ,0,1,00,0,430,9,34,31,9,6,519,
20200410,279 ,0,2,00,0,1840,40,56,34,116,68,2154,
20200410,279 ,1,1,00,0,393,12,33,21,9,40,508,
20200410,279 ,1,2,00,0,1762,37,55,34,118,67,2073,
20200410,280 ,0,1,00,0,553,32,70,44,17,8,724,
20200410,280 ,0,2,00,0,2487,132,186,75,179,116,3175,
20200410,280 ,1,1,00,0,605,31,73,32,16,60,817,
20200410,280 ,1,2,00,0,2364,146,197,90,168,93,3058,
20200410,281 ,0,1,00,0,1353,49,108,83,27,14,1634,
20200410,281 ,0,2,00,0,10033,293,214,149,272,573,11534,
20200410,281 ,1,1,00,0,1219,45,87,55,25,135,1566,
20200410,281 ,1,2,00,0,8533,255,196,106,297,484,9871,
20200410,282 ,0,1,00,0,1729,107,274,172,84,44,2410,
20200410,282 ,0,2,00,0,13446,609,400,308,948,801,16512,
20200410,282 ,1,1,00,0,1469,76,338,151,111,167,2312,
20200410,282 ,1,2,00,0,11872,621,437,281,867,674,14752,
20200410,283 ,0,1,00,0,1588,98,230,140,41,42,2139,
20200410,283 ,0,2,00,0,9054,534,282,267,566,572,11275,
20200410,283 ,1,1,00,0,1229,103,240,177,52,132,1933,
20200410,283 ,1,2,00,0,9255,522,295,295,560,566,11493,
20200410,284 ,0,1,00,0,281,5,16,5,3,2,312,
20200410,284 ,0,2,00,0,1102,30,19,10,59,46,1266,
20200410,284 ,1,1,00,0,313,9,13,13,0,18,366,
20200410,284 ,1,2,00,0,1362,28,16,14,51,48,1519,
20200410,285 ,0,1,00,0,1346,84,358,413,187,25,2413,
20200410,285 ,0,2,00,0,8467,548,557,876,2865,459,13772,
20200410,285 ,1,1,00,0,1180,80,466,418,199,138,2481,
20200410,285 ,1,2,00,0,7560,483,535,806,2637,461,12482,
20200410,286 ,0,2,00,0,2077,27,41,0,0,85,2230,
20200410,286 ,1,2,00,0,2269,33,39,0,1,95,2437,
20200410,287 ,0,1,00,0,1786,66,202,158,175,21,2408,
20200410,287 ,0,2,00,0,10278,258,272,286,2961,427,14482,
20200410,287 ,1,1,00,0,1508,69,253,345,230,141,2546,
20200410,287 ,1,2,00,0,8548,263,275,224,2871,372,12553,
20200410,288 ,0,1,00,0,1318,34,138,119,93,27,1729,
20200410,288 ,0,2,00,0,6842,220,259,235,1032,307,8895,
20200410,288 ,1,1,00,0,1135,44,166,133,74,102,1654,
20200410,288 ,1,2,00,0,5968,228,276,188,771,282,7713,
20200410,289 ,0,1,00,0,3038,133,222,119,50,60,3622,
20200410,289 ,0,2,00,0,16944,488,549,241,593,912,19727,
20200410,289 ,1,1,00,0,2570,114,199,117,68,313,3381,
20200410,289 ,1,2,00,0,14141,400,502,196,469,798,16506,
20200410,290 ,0,1,00,0,118,11,14,34,11,2,190,
20200410,290 ,0,2,00,0,681,38,21,144,182,36,1102,
20200410,290 ,1,1,00,0,137,12,18,32,15,22,236,
20200410,290 ,1,2,00,0,769,55,21,140,165,31,1181,
20200410,291 ,0,1,00,0,2454,91,187,153,34,35,2954,
20200410,291 ,0,2,00,0,9815,434,287,264,653,515,11968,
20200410,291 ,1,1,00,0,2340,94,194,175,51,301,3155,
20200410,291 ,1,2,00,0,10445,382,288,276,631,578,12600,
20200410,292 ,0,1,00,0,2418,97,138,124,33,45,2855,
20200410,292 ,0,2,00,0,10116,277,448,146,452,605,12044,
20200410,292 ,1,1,00,0,1990,80,114,98,45,256,2583,
20200410,292 ,1,2,00,0,8783,271,445,161,503,555,10718,
20200410,293 ,0,1,00,0,866,26,62,45,10,19,1028,
20200410,293 ,0,2,00,0,4364,132,138,52,143,279,5108,
20200410,293 ,1,1,00,0,761,28,66,35,11,116,1017,
20200410,293 ,1,2,00,0,3716,148,115,61,132,217,4389,
20200410,294 ,0,1,00,0,902,33,72,61,19,0,1087,
20200410,294 ,0,2,00,0,4331,127,76,122,277,264,5197,
20200410,294 ,1,1,00,0,786,36,49,35,15,75,996,
20200410,294 ,1,2,00,0,3578,120,71,77,249,224,4319,
20200410,295 ,0,1,00,0,443,35,91,73,12,6,660,
20200410,295 ,0,2,00,0,2463,118,76,78,317,88,3140,
20200410,295 ,1,1,00,0,528,36,80,53,29,54,780,
20200410,295 ,1,2,00,0,2399,102,80,82,277,90,3030,
20200410,296 ,0,1,00,0,157,8,25,25,2,4,221,
20200410,296 ,0,2,00,0,804,27,28,31,105,53,1048,
20200410,296 ,1,1,00,0,176,5,41,15,3,14,254,
20200410,296 ,1,2,00,0,843,27,25,21,103,61,1080,
20200410,297 ,0,1,00,0,595,26,148,118,45,6,938,
20200410,297 ,0,2,00,0,3044,162,118,161,712,89,4286,
20200410,297 ,1,1,00,0,734,25,137,176,37,75,1184,
20200410,297 ,1,2,00,0,3436,141,113,162,601,106,4559,
20200410,298 ,0,1,00,0,2145,61,199,177,88,21,2691,
20200410,298 ,0,2,00,0,10233,250,345,340,928,348,12444,
20200410,298 ,1,1,00,0,2099,67,207,256,79,178,2886,
20200410,298 ,1,2,00,0,10945,275,331,356,882,338,13127,
20200410,299 ,0,1,00,0,457,13,46,18,10,3,547,
20200410,299 ,0,2,00,0,1862,55,80,42,224,66,2329,
20200410,299 ,1,1,00,0,415,17,53,25,7,36,553,
20200410,299 ,1,2,00,0,1721,63,78,47,154,58,2121,
20200410,500 ,0,1,00,0,372,17,86,83,24,2,584,
20200410,500 ,0,2,00,0,3485,112,87,147,258,131,4220,
20200410,500 ,1,1,00,0,398,19,74,68,23,34,616,
20200410,500 ,1,2,00,0,3104,97,77,150,313,99,3840,
20200410,501 ,0,1,00,0,167,13,33,18,10,3,244,
20200410,501 ,0,2,00,0,636,35,40,73,67,13,864,
20200410,501 ,1,1,00,0,224,12,51,17,6,11,321,
20200410,501 ,1,2,00,0,717,34,43,68,60,11,933,
20200410,502 ,0,1,00,0,363,14,47,35,13,0,472,
20200410,502 ,0,2,00,0,1593,74,131,88,140,40,2066,
20200410,502 ,1,1,00,0,457,16,56,34,11,28,602,
20200410,502 ,1,2,00,0,1883,64,110,69,152,33,2311,
20200410,503 ,0,1,00,0,155,13,23,9,21,1,222,
20200410,503 ,0,2,00,0,731,33,21,19,44,13,861,
20200410,503 ,1,1,00,0,210,13,15,10,23,9,280,
20200410,503 ,1,2,00,0,846,28,22,19,55,23,993,
20200410,504 ,0,1,00,0,252,19,43,41,13,4,372,
20200410,504 ,0,2,00,0,1337,44,55,110,188,27,1761,
20200410,504 ,1,1,00,0,381,12,61,36,18,18,526,
